,Operating Temperature (℃),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),Membrane Thickness (μm),EW,Current at 1.9 V
369,80.0,60.0,25.0,0.0,75.66401816,24.33598184,1.370227109,0.0,1.32614018,2.269920545,0.7,125.0,1100.0,1.01711
207,80.0,5.0,5.0,75.0,0.0,16.78919732,0.131221719,46.7,0.6,2.0,0.35,50.0,1100.0,4.36801
370,50.0,300.0,25.0,85.52915767,0.0,14.47084233,0.15,100.0,0.15,2.56587473,0.2,175.0,1100.0,1.27279
459,70.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,0.36458218,0.1,90.0,1000.0,3.12369
447,90.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.5,90.0,1000.0,4.15281
576,80.0,112.2360681,50.0,21.42857143,0.0,33.62138663,0.589995467,65.19172916,1.40445547,0.428571429,0.4,125.0,1100.0,2.80409
186,80.0,4.0,5.0,44.62645268,10.06087438,5.312672939,0.176470588,40.0,0.388888889,0.4,0.1,50.0,980.0,5.06239
196,80.0,40.0,1.0,85.52915767,0.0,14.47084233,0.25,60.0,2.0,1.5,0.5,125.0,1100.0,2.04614
266,50.0,60.0,25.0,0.0,83.55,16.45,1.093165594,0.0,0.943999767,2.5065,0.7,125.0,1100.0,0.518
550,80.0,300.0,25.0,85.52915767,0.0,14.47084233,0.2,47.0,0.2385,0.1,0.1,175.0,1100.0,2.5477
551,80.0,300.0,25.0,85.52915767,0.0,14.47084233,0.27,47.0,0.2385,0.1,0.1,175.0,1100.0,2.48557
224,70.0,60.0,25.0,0.0,60.3,23.9,0.598379712,30.0,0.455016189,3.0,0.7,125.0,1100.0,0.73968
181,40.0,60.0,25.0,0.0,75.66401816,24.33598184,0.939546062,0.0,0.915370663,2.269920545,0.7,125.0,1100.0,0.3637
103,55.0,131.8694592,120.0,100.0,0.0,0.0,0.492142612,100.0,3.362664391,1.0,0.9,125.0,1100.0,1.61694
195,80.0,40.0,1.0,85.52915767,0.0,14.47084233,0.25,0.0,2.0,1.5,0.0,50.0,1100.0,0.89607
331,100.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.367183177,0.5,105.0,1031.0,2.594
424,90.0,15.0,4.0,85.52915767,0.0,14.47084233,0.0,46.3,0.438682321,0.462011404,0.4,50.8,1100.0,1.22558
379,110.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,125.0,1100.0,0.69944
119,40.0,50.0,4.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.428571429,0.38,0.2,50.0,1100.0,2.38232
278,80.0,40.0,3.645,59.70877787,0.0,9.941511515,0.33,40.0,0.33,2.5,0.5,175.0,1100.0,0.603
562,25.0,18.37904887,5.0,74.63556851,9.815354713,15.54907677,0.111111111,46.1,0.369863014,2.111273081,0.4,125.0,1100.0,0.48059
558,80.0,5.0,5.0,75.0,0.0,17.61955664,0.25,45.8,0.25,1.75,0.2,50.0,1100.0,5.49422
240,80.0,2.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.5,0.4,120.0,870.0,3.60471
350,60.0,55.44484811,25.0,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,1.227587835,0.4,175.0,1100.0,1.07373
465,60.0,18.4106625,4.0,85.52915767,0.0,14.47084233,0.176,40.0,0.299,0.74838013,1.0,175.0,1100.0,1.15227
71,80.0,10.0,20.0,100.0,0.0,0.0,0.667,100.0,0.428571429,1.5,1.0,88.0,1100.0,2.11665
96,90.0,61.73199448,8.0,85.52915767,0.0,14.47084233,0.052631579,40.0,3.125,1.710583153,0.96,125.0,1100.0,1.4505
371,50.0,300.0,25.0,85.52915767,0.0,14.47084233,0.15,100.0,0.15,0.085529158,0.0,175.0,1100.0,1.12566
367,60.0,60.0,25.0,0.0,75.66401816,24.33598184,1.369106679,0.0,1.238964173,2.269920545,0.7,125.0,1100.0,0.85832
325,110.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,70.0,206.185567,2.867
401,80.0,5.411068459,4.0,100.0,0.0,0.0,0.15,20.0,0.5,5.0,0.3,125.0,1100.0,1.93391
477,80.0,40.0,3.645,85.71428571,0.0,14.28571429,0.583695267,40.0,0.477445702,0.857142857,0.5,175.0,1100.0,0.95177
254,80.0,50.0,25.0,85.73,0.0,14.27,0.33,60.0,0.25,0.013,0.8,175.0,1100.0,1.956
194,80.0,40.0,1.0,85.52915767,0.0,14.47084233,0.25,0.0,2.0,1.5,0.0,125.0,1100.0,0.29757
219,80.0,60.0,25.0,0.0,14.7,23.4,0.566178695,30.0,0.438359376,3.0,0.7,125.0,1100.0,0.29925
233,55.0,40.11437804,8.0,68.33,15.4,16.27,0.416568174,40.0,0.255521318,2.5119,0.6,175.0,1100.0,0.77929
536,60.0,270.0,45.3593416,85.52915767,0.0,14.47084233,2.253014729,57.95189289,1.693547103,0.256587473,0.5,175.0,1100.0,0.84656
3,80.0,40.0,4.0,85.52915767,0.0,14.47084233,0.1,60.0,0.28,1.282937365,0.3,115.0,360.0,2.32813
295,50.0,4.0,5.0,85.52915767,0.0,14.47084233,0.25,30.0,0.5,1.282937365,0.5,125.0,1100.0,1.905
273,120.0,15.0,6.25,85.52915767,0.0,14.47084233,0.019426246,46.3,0.403187095,0.085529158,0.4,50.0,1100.0,6.186
498,90.0,15.0,1.21,85.52915767,0.0,14.47084233,0.0,46.5,0.428571429,0.085529158,0.02,50.0,1100.0,1.40565
487,80.0,18.36534503,5.0,59.0,0.0,16.0,1.25,40.0,1.5,0.5,0.4,125.0,1100.0,1.79474
68,45.0,10.0,20.0,100.0,0.0,0.0,0.667,100.0,0.428571429,1.5,1.0,88.0,1100.0,1.40734
73,30.0,10.0,20.0,100.0,0.0,0.0,0.428571429,100.0,0.428571429,1.5,1.0,88.0,1100.0,0.94687
44,80.0,170.4751056,37.70187597,85.52915767,0.0,14.47084233,5.0,20.0,2.305975152,0.085529158,0.708260779,175.0,1100.0,0.936676
33,50.0,100.0,5.29,100.0,0.0,0.0,0.0,100.0,3.0,0.55,0.5,175.0,1100.0,0.251356167
230,80.0,189.3464015,50.0,85.52915767,0.0,14.47084233,0.686277253,100.0,4.751331359,4.0,4.0,254.0,1100.0,0.80758
159,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.0,100.0,0.0,2.734366353,0.086,125.0,1100.0,3.98665
97,90.0,126.4379627,8.0,85.52915767,0.0,14.47084233,0.052631579,40.0,9.375,1.710583153,0.96,125.0,1100.0,1.55233
546,60.0,270.0,48.37084145,85.52915767,0.0,14.47084233,1.671619117,63.72813147,1.639070353,0.256587473,0.5,175.0,1100.0,1.14833
55,80.0,50.0,4.0,85.52915767,0.0,14.47084233,0.33,40.0,0.33,3.421166307,0.2,50.0,1100.0,3.57336
565,120.0,40.43101541,4.0,85.52915767,0.0,14.47084233,0.176470588,100.0,0.176470588,0.769762419,0.5,175.0,1100.0,0.67557
298,80.0,4.0,5.0,85.52915767,0.0,14.47084233,0.25,30.0,0.5,1.282937365,0.5,125.0,1100.0,2.8
263,80.0,24.50004932,25.0,85.52915767,0.0,14.47084233,0.404431954,60.0,0.292801158,1.881641469,0.8,175.0,1100.0,2.272
127,80.0,25.0,17.64,85.52915767,0.0,14.47084233,0.176470588,60.0,0.176470588,1.881641469,0.8,175.0,1100.0,1.94888
59,30.0,10.0,20.0,100.0,0.0,0.0,0.428571429,100.0,0.428571429,1.5,1.0,88.0,1100.0,0.79851965
272,120.0,15.0,6.25,85.52915767,0.0,14.47084233,0.019426246,46.3,0.403187095,0.085529158,0.4,50.0,1100.0,5.769
312,100.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,3.94
120,60.0,50.0,4.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.428571429,0.38,0.2,50.0,1100.0,3.76157
319,90.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,2.004
407,40.0,1.184692713,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,2.38559
4,80.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.5,0.25,125.0,1100.0,2.61936
260,80.0,7.0,4.0,0.0,23.83808219,22.38354235,0.289822109,40.0,0.285806842,0.715142466,0.6,125.0,1100.0,1.488
100,90.0,19.6163843,8.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.25,1.710583153,0.4,125.0,1100.0,1.63567
37,60.0,100.0,5.29,100.0,0.0,0.0,0.909090909,100.0,3.0,0.55,0.5,175.0,1100.0,0.566703917
72,30.0,10.0,20.0,20.0,0.0,0.0,0.428571429,100.0,0.428571429,0.3,1.0,88.0,1100.0,1.52048
316,40.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,0.996
488,80.0,32.01683061,4.0,85.52915767,0.0,14.47084233,0.3333,70.0,0.3333,0.063377106,0.7,50.0,1100.0,3.34958
335,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.171025803,100.0,0.14081996,2.734366353,3.0,125.0,1100.0,4.706
129,80.0,3.0,1.0,38.48805,0.0,17.7521,0.142857143,40.0,0.333,0.288660375,0.2,50.0,1099.171835,7.4764605
482,80.0,40.0,3.645,51.42857143,0.0,15.97069593,0.283960741,40.0,0.324856585,0.514285714,0.5,175.0,1100.0,1.02259
154,80.0,3.0,1.0,42.76457883,0.0,17.851,0.33,40.0,0.33,0.320734341,0.2,50.0,1100.0,4.78042
228,80.0,3.0,1.0,38.48805,0.0,17.7521,0.160804695,40.0,0.317185376,0.288660375,0.2,50.0,1100.0,5.81058
395,120.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,120.0,901.0009666,2.11383
575,80.0,109.4797653,50.0,32.57142857,0.0,30.26987009,0.709577908,61.15418245,1.292839834,0.651428571,0.4,125.0,1100.0,3.00258
344,25.0,20.66890642,5.0,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,2.045979726,0.4,125.0,1100.0,0.26711
490,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.158284189,100.0,0.119913557,2.734366353,3.0,125.0,1100.0,2.69677
556,80.0,5.0,5.0,75.0,0.0,17.61955664,0.25,45.8,0.25,1.75,0.2,50.0,1100.0,4.68
346,60.0,51.01669281,25.0,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.273766479,0.4,125.0,1100.0,0.94583
437,120.0,15.0,6.25,85.52915767,0.0,14.47084233,0.0,46.5,0.550215476,0.086718013,0.4,50.0,1100.0,0.62314
95,90.0,122.8661049,8.0,85.52915767,0.0,14.47084233,0.052631579,40.0,16.66666667,1.710583153,0.96,125.0,1100.0,1.5023
125,80.0,25.0,17.64,85.52915767,0.0,14.47084233,0.176470588,60.0,0.176470588,1.881641469,0.8,175.0,1100.0,2.15062
223,60.0,60.0,25.0,0.0,60.3,23.9,0.651617251,30.0,0.352986376,3.0,0.7,125.0,1100.0,0.65083
366,50.0,60.0,25.0,0.0,75.66401816,24.33598184,1.108970229,0.0,0.947266894,2.269920545,0.7,125.0,1100.0,0.77711
235,30.0,2.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.5,0.4,120.0,870.0,1.90057
22,100.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.25,0.25,50.0,825.0,0.51607
53,80.0,50.0,4.0,85.52915767,0.0,14.47084233,0.33,40.0,0.33,3.421166307,0.5,50.0,1100.0,3.38828
523,80.0,2.106228127,5.0,100.0,0.0,0.0,0.25,40.0,0.5,0.4,0.1,90.0,980.0,1.4938
313,110.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,3.791
413,25.0,0.54385014,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,2.06901
153,80.0,3.0,1.0,42.76457883,0.0,17.851,0.33,40.0,0.33,0.320734341,0.2,50.0,1100.0,3.91476
11,80.0,1.5,5.0,100.0,0.0,0.0,0.374007744,46.0,0.624647855,1.0,0.184,50.0,1100.0,1.04727
308,40.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,1.428
438,120.0,15.0,6.25,85.52915767,0.0,14.47084233,0.0,46.5,0.427561377,0.338609935,0.4,50.0,1100.0,2.13068
320,100.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,2.05
251,80.0,3.0,1.0,36.5,0.0,18.25,0.225238741,40.0,0.531730458,0.365,0.2,50.0,1100.0,2.75716
166,60.0,4.0,11.34578027,25.6587473,0.0,32.341,0.5,30.0,0.5,0.256587473,1.0,125.0,1100.0,0.32181
108,30.0,1.0,5.0,74.37742114,16.76812396,8.854454898,0.176470588,40.0,0.388888889,1.5,0.1,90.0,980.0,1.93587
35,40.0,100.0,5.29,100.0,0.0,0.0,0.909090909,100.0,3.0,0.55,0.5,175.0,1100.0,0.427811752
448,30.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.1,90.0,1000.0,1.99113
517,80.0,28.71932958,8.0,17.14285714,0.0,13.09596686,0.052631579,20.0,0.358124056,0.1,0.367570086,175.0,1100.0,1.62452
87,80.0,25.0,17.64,85.52915767,0.0,14.47084233,0.348193311,60.56907602,0.26292885,2.25,0.8,175.0,1100.0,2.09818
158,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.0,100.0,0.0,2.734366353,0.051,125.0,1100.0,2.29442
467,80.0,3.33,6.25,84.5,0.0,15.5,0.24,45.01864041,0.428571429,1.69,2.0,125.0,1100.0,2.36987
334,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.161499397,100.0,0.12074659,2.734366353,3.0,125.0,1100.0,4.257
294,40.0,4.0,5.0,85.52915767,0.0,14.47084233,0.25,30.0,0.5,1.282937365,0.5,125.0,1100.0,1.626
356,80.0,3.333333333,25.0,85.52915767,0.0,14.47084233,0.11,46.0,0.35,0.342116631,0.25,125.0,1100.0,1.73191
496,80.0,150.0,7.0,34.21166307,0.0,5.788336933,1.506886673,100.0,6.718206329,0.547386609,4.0,125.0,1100.0,0.95291
286,30.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.367183177,0.5,125.0,1100.0,1.581
234,90.0,15.0,4.0,85.52915767,0.0,14.47084233,0.302569627,0.0,1.139246151,0.085529158,0.0,50.0,1100.0,0.50218
474,80.0,40.0,3.645,0.0,75.66401816,24.33598184,0.419722608,40.0,0.450187228,1.891600454,0.5,175.0,1100.0,1.70732
427,60.0,25.0,4.0,85.52915767,0.0,14.47084233,0.15,40.0,0.2,0.641468683,0.6,175.0,1100.0,0.755
415,50.0,3.343019649,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,3.0011
577,80.0,117.0671074,50.0,100.0,0.0,0.0,0.451623962,89.32674769,1.792451155,2.0,0.4,125.0,1100.0,2.93434
250,80.0,3.0,1.0,64.11,0.0,16.02,0.20596053,40.0,0.340993866,0.6411,0.2,50.0,1100.0,4.17703
455,30.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,0.36458218,0.1,90.0,1000.0,1.62319
405,120.0,2.0,4.570086079,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,125.0,1107.432325,1.26638
545,60.0,270.0,44.4178097,85.52915767,0.0,14.47084233,1.589274889,63.70239129,1.46078364,0.256587473,0.5,175.0,1100.0,1.1182
470,120.0,3.33,6.25,84.5,0.0,15.5,0.24,43.93130182,0.428571429,1.69,2.0,125.0,1100.0,3.31076
13,80.0,1.5,5.0,40.0,0.0,0.0,0.285472473,46.0,0.554027878,0.4,0.184,50.0,1100.0,1.85485
417,70.0,3.070466907,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,3.79333
227,80.0,3.0,1.0,85.73,0.0,14.27,0.151776541,40.0,0.362015213,0.642975,0.2,50.0,1100.0,4.21112
197,80.0,40.0,1.0,85.52915767,0.0,14.47084233,0.25,60.0,2.0,1.5,0.5,50.0,1100.0,3.11285
211,80.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.181193633,30.0,0.32487551,0.34,0.1,90.0,1000.0,3.34035
67,30.0,10.0,20.0,100.0,0.0,0.0,0.428571429,100.0,0.428571429,1.5,1.0,125.0,1100.0,0.5177
149,80.0,219.4653072,82.68568154,94.5,0.0,0.0,1.298759141,100.0,3.166666667,0.1,0.703173093,158.3697046,1100.0,1.91247
348,60.0,49.42071427,25.0,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.273766479,0.4,125.0,1100.0,1.10262
17,80.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.25,0.25,50.0,825.0,6.10651
84,80.0,25.0,17.64,85.52915767,0.0,14.47084233,0.336689866,57.25484701,0.230980813,2.25,0.8,175.0,1100.0,2.63079
384,110.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,120.0,946.4664688,1.12672
279,80.0,40.0,3.645,57.84506658,0.0,9.631203586,0.33,40.0,0.33,2.5,0.5,175.0,1100.0,0.69
509,80.0,50.0,5.0,52.87553066,0.0,16.94728547,0.33,70.0,0.33,0.79313296,0.57,125.0,1100.0,2.46581
497,80.0,150.0,7.0,74.37742114,16.76812396,8.854454898,0.824689587,100.0,7.342904561,1.458328722,4.0,125.0,1100.0,0.98788
390,120.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,125.0,1100.0,0.74631
141,50.0,32.8446522,1.0,85.73,0.0,14.27,0.176470588,20.0,0.176470588,1.7146,0.5,125.0,1100.0,1.23902
332,100.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.367183177,0.5,105.0,1219.5,3.268
243,80.0,6.0,1.0,100.0,0.0,0.0,0.197204645,0.0,1.096392145,2.0,0.0,125.0,1100.0,0.64833
162,80.0,7.813710338,1.0,77.1429,0.0,14.9804,0.176470588,20.0,0.176470588,1.542858,0.5,125.0,1100.0,1.81359
134,80.0,200.8792996,75.0,100.0,0.0,0.0,0.822986315,100.0,2.359664076,0.2,0.4,175.0,1100.0,0.75116
225,60.0,40.0,4.5,85.52915767,0.0,14.47084233,3.0,1.4,10.0,2.0,0.025,50.0,1100.0,1.32391
391,80.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,120.0,911.8337149,1.68927
529,70.0,11.050558,5.0,85.52915767,0.0,14.47084233,0.25,40.0,0.5,0.4,0.1,90.0,980.0,3.1973
342,80.0,41.16415899,14.76826673,85.52915767,0.0,14.47084233,0.18,40.0,0.435176247,0.940820734,0.5,175.0,1100.0,0.29767
314,120.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,3.758
514,80.0,11.90362243,8.0,17.14285714,0.0,13.09596686,0.052631579,20.0,0.307677958,0.019885714,0.307702064,50.0,1100.0,3.64897
36,50.0,100.0,5.29,100.0,0.0,0.0,0.909090909,100.0,3.0,0.55,0.5,175.0,1100.0,0.474627227
79,62.0,2.0,25.0,85.52915767,0.0,14.47084233,0.459179103,65.6723106,0.279702178,2.138228942,0.8,175.0,1100.0,1.52675
24,100.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.25,0.25,50.0,825.0,6.41667
65,30.0,10.0,20.0,100.0,0.0,0.0,0.667,100.0,0.428571429,1.5,1.0,88.0,1100.0,0.5424
114,80.0,50.0,4.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.428571429,0.38,0.2,50.0,1100.0,5.01997
289,60.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.367183177,0.5,125.0,1100.0,2.585
222,50.0,60.0,25.0,0.0,60.3,23.9,0.623635245,30.0,0.363860848,3.0,0.7,125.0,1100.0,0.51144
548,80.0,300.0,25.0,85.52915767,0.0,14.47084233,0.05,47.0,0.2385,0.1,0.1,175.0,1100.0,2.32188
258,22.0,0.166666667,5.0,74.37742114,16.76812396,8.854454898,0.25,100.0,0.25,2.734366353,0.5,125.0,1100.0,0.466
177,80.0,60.0,25.0,0.0,75.66401816,24.33598184,1.153445715,0.0,0.960814465,2.269920545,0.7,125.0,1100.0,0.60701
430,60.0,45.0,22.7,85.52915767,0.0,14.47084233,0.15,40.0,0.2,0.855291577,0.6,175.0,1100.0,0.90621
457,50.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,0.36458218,0.1,90.0,1000.0,2.32526
231,80.0,192.1973963,50.0,85.52915767,0.0,14.47084233,0.806166095,100.0,4.847154112,4.0,4.0,254.0,1100.0,0.85492
500,80.0,40.84253457,25.0,74.37742114,16.76812396,8.854454898,0.43,40.0,0.33,0.911455451,0.4,50.0,1100.0,1.79171
309,60.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,2.099
302,40.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,50.0,0.5,2.0,0.3,120.0,870.0,2.08
300,80.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,50.0,0.5,2.0,0.3,120.0,870.0,3.234
104,80.0,1.0,5.0,74.37742114,16.76812396,8.854454898,0.176470588,40.0,0.388888889,0.4,0.1,90.0,980.0,3.47889
179,60.0,60.0,25.0,0.0,75.66401816,24.33598184,1.112402805,0.0,0.967019948,2.269920545,0.7,125.0,1100.0,0.45424
45,80.0,77.42553304,19.99378136,85.52915767,0.0,14.47084233,2.5,20.0,1.384231215,0.171058315,0.738396482,175.0,1100.0,1.03068909
191,60.0,4.0,5.0,44.62645268,10.06087438,5.312672939,0.176470588,40.0,0.388888889,0.4,0.1,50.0,980.0,3.44212
135,70.0,33.9902841,25.0,85.52915767,0.0,14.47084233,0.302222534,100.0,0.284803411,0.855291577,0.3,125.0,1100.0,1.78650114
202,80.0,5.0,5.0,75.0,0.0,16.54944357,0.040582726,46.7,0.6,2.0,0.35,50.0,1100.0,5.50795
400,80.0,13.25486226,4.0,100.0,0.0,0.0,0.15,20.0,0.5,5.0,0.3,125.0,602.4096386,1.343
452,70.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.1,90.0,1000.0,3.49664
156,35.0,3.0,1.0,42.76457883,0.0,17.851,0.33,40.0,0.33,0.320734341,0.2,50.0,1100.0,0.21332
377,90.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,125.0,1100.0,1.07203
441,30.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.5,90.0,1000.0,2.01434
511,80.0,11.42418465,8.0,17.14285714,0.0,13.09596686,0.052631579,20.0,0.331245219,0.018857143,0.299019417,50.0,1100.0,3.27385
40,60.0,100.0,5.29,100.0,0.0,0.0,2.727272727,100.0,3.0,0.55,0.5,175.0,1100.0,1.506430408
535,60.0,270.0,45.42261772,85.52915767,0.0,14.47084233,2.281361303,60.9980463,1.796126311,0.256587473,0.5,175.0,1100.0,0.88862
155,35.0,3.0,1.0,42.76457883,0.0,17.851,0.33,40.0,0.33,0.320734341,0.2,50.0,1100.0,0.30838
392,90.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,120.0,906.4787134,1.84076
484,80.0,11.01091304,5.0,59.0,0.0,16.0,0.4,40.0,1.5,0.885,0.4,125.0,1100.0,2.02655
485,80.0,12.94077278,5.0,59.0,0.0,16.0,0.4,40.0,0.0,0.885,0.4,125.0,1100.0,1.80451
