OT,FR,AA,IR,RU,O,ICA,PT,ICC,AL,CL,MT,EW,CD15
100,75,50,100,0,0,0,100,0,0.25,0.25,50,825,0.12988
80,50,4,85.52915767,0,14.47084233,0,20,0.428571429,0.38,0.2,50,1100,0.5243
80,40,4,85.52915767,0,14.47084233,0.1,60,0.28,1.282937365,0.3,115,360,0.18773
90,5.293626408,5.277795674,80.595,0,19.4,0.37724606,30,0.486046373,1.6119,0.6,124.8626084,1100,0.2359
55,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,0.043
50,100,5.29,100,0,0,0.909090909,100,3,0.55,0.5,175,1100,0.03960991
40,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,0.10752
45,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,0.08264
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,0.1193
80,5,5,75,0,17.5,0.13,45.8,0.25,1.62,0.3,50,1100,0.31458
70,100,25,100,0,0,1.067166344,0,3.322640636,2,1,175,1100,0.03487
80,34.05213489,4,100,0,0,0.3333,70,0.3333,0.873,0.7,50,1100,0.24984
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,0.855291577,0.6,175,1100,0.03519
80,1,4.62,100,0,0,0.0625,66.67,0.328723974,0.24,0.6,125,1100,0.128
80,60,25,0,37.7,23.7,0.556458005,30,0.440651046,3,0.7,125,1100,0.0076
110,41.50255422,4,85.52915767,0,14.47084233,0.176470588,100,0.176470588,0.769762419,0.5,175,1100,0.07416
80,40,3.645,59.70877787,0,9.941511515,0.33,40,0.33,2.5,0.5,175,1100,0.037
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,1.462548596,0.15,125,1100,0.22358
80,40,3.645,34.28571429,0,16.02060897,0.318160019,40,0.236312215,0.342857143,0.5,175,1100,0.05918
80,25.7542622,8,85.52915767,0,14.47084233,0.052631579,20,0.332386614,0.179611231,0.245296397,50,1100,0.16138
50,300,25,85.52915767,0,14.47084233,0.15,100,0.15,2.56587473,0.2,175,1100,0.05565
80,112.2360681,50,21.42857143,0,33.62138663,0.589995467,65.19172916,1.40445547,0.428571429,0.4,125,1100,0.2059
80,3,1,36.5,0,18.25,0.225238741,40,0.531730458,0.365,0.2,50,1100,0.01823
80,10.43487187,1,77.1429,0,14.9804,0.176470588,20,0.176470588,1.542858,0.5,125,1100,0.10895
80,179.253238,67.42374679,93.6,0,0,1.335046695,100,3.166666667,0.1,0.680885379,131.7718913,1100,0.16226
90,75,50,100,0,0,0,100,0,0.25,0.25,50,825,0.14549
90,61.73199448,8,85.52915767,0,14.47084233,0.052631579,40,3.125,1.710583153,0.96,125,1100,0.10974
80,6,1,100,0,0,0.197204645,0,1.096392145,2,0,125,1100,0.00719
80,9.267659843,1,51.317496,0,24.702,0.176470588,20,0.176470588,1.02634992,0.5,125,1100,0.06898
80,40,3.645,57.84506658,0,9.631203586,0.33,40,0.33,2.5,0.5,175,1100,0.047
90,9.034463458,4.640843403,80.595,0,19.4,0.319560927,30,0.484654773,1.6119,0.6,124.8885358,1100,0.40264
80,68.48132884,2,85.52915767,0,14.47084233,0.176470588,20,0.176470588,1.710583153,0.2,175,1100,0.1329
60,44.82585946,25,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,1.227587835,0.4,175,1100,0.0637
80,50,5,85.52915767,0,14.47084233,0.33,70,0.33,1.282937365,0.57,125,1100,0.45593
80,18.88169371,5,74.37742114,16.76812396,8.854454898,0.322609985,71.48829017,0.3132326,2.734366353,3,175,1100,0.28879
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,0.41418
80,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,0.50143
90,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,0.446
60,270,50.71720836,85.52915767,0,14.47084233,1.593259687,66.99216329,1.396445589,0.256587473,0.5,175,1100,0.10658
80,2,5.096994823,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1089.811597,0.25716
80,1.5,5,40,0,12.7397,0.25658492,46,0.533679577,0.4,0.184,50,1100,0.28227
70,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,0.30652
80,60,25,0,14.7,23.4,0.566178695,30,0.438359376,3,0.7,125,1100,0.0048
60,37.49612841,5,85.52915767,0,14.47084233,0.725839461,100,0.586807681,1.710583153,2,175,1100,0.5041
80,9.1,5,85.52915767,0,14.47084233,0.052631579,46.7,0.428571429,1.000691145,0.1,25,1100,0.20876
110,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.3372
60,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,0.25182
90,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,0.27342
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,0.25675
30,60,25,0,75.66401816,24.33598184,0.991478011,0,0.895946091,2.269920545,0.7,125,1100,0.006
70,73.67296446,25,85.52915767,0,14.47084233,0.326579634,100,0.303370427,0.855291577,0.3,175,1100,0.11398
110,34.15885438,4,51.42857143,0,24.59807287,0.176470588,100,0.176470588,0.462857143,0.5,175,1100,0.14011
90,19.87949333,6.397091281,100,0,0,0.612525952,0,0.883526064,2.4,0,113.5778551,1100,0.32988
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,0.427645788,0.5,50,1100,0.26127
25,3,16.39935154,100,0,0,0.474476317,100,0.408802739,2.2,0.8,175,1100,0.05085
100,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,105,1219.5,0.714
80,41.16415899,14.76826673,85.52915767,0,14.47084233,0.18,40,0.435176247,0.940820734,0.5,175,1100,0.03083
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.566669369,0.02736933,0.4,50,1100,0.25547
90,126.352113,8,85.52915767,0,14.47084233,0.052631579,40,21.875,1.710583153,0.96,125,1100,0.10283
80,25,17.64,85.52915767,0,14.47084233,0.348193311,60.56907602,0.26292885,2.25,0.8,175,1100,0.16819
80,300,25,85.52915767,0,14.47084233,0.27,47,0.2385,0.1,0.1,175,1100,0.24603
90,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.127
50,300,25,85.52915767,0,14.47084233,0.15,100,0.15,0.085529158,0,175,1100,0.0015
80,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,924.7552906,0.23185
80,40,3.645,34.28571429,0,15.0234511,0.336870784,40,0.269741992,0.342857143,0.5,175,1100,0.03795
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.193,125,1100,0.03333
80,5,5,75,0,17.5,0.13,4.8,0.25,3.97,0.025,50,1100,0.38706
80,20,5,74.37742114,16.76812396,8.854454898,0.16033089,100,0.129656041,2.734366353,3,125,1100,0.565
120,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,960.7222459,0.29176
90,12.19259037,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,0.45597
55,40.11437804,8,68.33,15.4,16.27,0.416568174,40,0.255521318,2.5119,0.6,175,1100,0.01516
80,10.30096611,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,0.32662
100,75,50,100,0,0,0,100,0,1,0.25,50,825,0.09085
40,100,5.29,100,0,0,0,100,3,0.55,0.5,175,1100,0.01023634
40,8.912526762,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,0.06021
80,40,5,85.52915767,0,14.47084233,0.67,40,0.67,0.2,0.5,125,1100,0.07341
60,60,25,0,60.3,23.9,0.651617251,30,0.352986376,3,0.7,125,1100,0.0092
80,117.0671074,50,100,0,0,0.451623962,89.32674769,1.792451155,2,0.4,125,1100,0.22309
50,9.884736133,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,0.05036
50,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,0.02886
100,75,50,100,0,0,0,100,0,0.5,0.25,50,825,0.09085
60,95,63.5,85.52915767,0,14.47084233,0.15,40,0.2,0.829632829,0.6,175,1100,0.07635
27.5,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.011
90,0.527671846,3.549686161,22.69920545,27.36933045,20.0014641,0.336612078,30,0.433214556,1.001370718,0.6,121.7392955,1100,0.16807
60,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,0.226
90,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,910.8087456,0.26536
40,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.02
25,29.54840386,1,85.73,0,14.27,0.176470588,20,0.176470588,1.7146,0.5,125,1100,0.0101
80,1.5,5,100,0,0,0.264651442,46,0.491437084,1,0.184,50,1100,0.1887
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.032,125,1100,0.01577
90,4.41005401,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,0.80546
80,50,5,100,0,0,0.33,70,0.33,1.5,0.57,125,1100,0.29868
55,178.7214194,120,100,0,0,0.599944605,100,4.727635529,1,0.9,125,1100,0.1
80,1,5,74.37742114,16.76812396,8.854454898,0.2,40,0.39,0.34,0.1,90,980,0.40496
35,3,1,42.76457883,0,17.851,0.33,40,0.33,0.320734341,0.2,50,1100,0.00533
60,22.65314054,4,85.52915767,0,14.47084233,0.176,40,0.299,0.74838013,1,175,1100,0.01968
30,10,20,100,0,0,0.428571429,100,0.428571429,2.5,1,88,1100,0.0109
80,40.84253457,25,74.37742114,16.76812396,8.854454898,0.43,40,0.33,0.911455451,0.4,50,1100,0.07182
80,75,50,100,0,0,0,100,0,0.25,0.25,50,825,0.22918
62,2,25,85.52915767,0,14.47084233,0.459179103,65.6723106,0.279702178,2.138228942,0.8,175,1100,0.11211
80,7,4,0,39.10927536,22.95889891,0.299340305,40,0.472441305,1.173278261,0.6,125,1100,0.326
80,60,25,0,60.3,23.9,0.533299699,30,0.352105292,3,0.7,125,1100,0.009
80,164.0100052,63.49363399,90.5,0,0,1.262861313,100,3.166666667,0.1,0.64527732,118.983882,1100,0.25419
80,250,86,50,0,0,0,50,0,0.15,0.15,175,1100,0.04736
80,3,1,42.76457883,0,17.851,0.33,40,0.33,0.320734341,0.2,50,1100,0.15542
60,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,0.077
80,300,25,85.52915767,0,14.47084233,0.05,47,0.2385,0.1,0.1,175,1100,0.14047
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,0.12384
120,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.47
120,40.43101541,4,85.52915767,0,14.47084233,0.176470588,100,0.176470588,0.769762419,0.5,175,1100,0.09701
80,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,0.167
60,95,63.5,85.52915767,0,14.47084233,0.15,40,0.2,0.855291577,0.6,175,1100,0.03277
60,79.57353151,25,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,1.227587835,0.4,175,1100,0.0204
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.430129594,0.885714298,0.4,50,1100,0.57435
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,0.641468683,0.6,175,1100,0.03563
80,300,25,85.52915767,0,14.47084233,0.3,47,0.2385,0.1,0.1,175,1100,0.24603
80,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,0.442
80,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,70,206.185567,0.03
60,270,45.54812639,85.52915767,0,14.47084233,2.073970786,61.07115408,1.791124577,0.256587473,0.5,175,1100,0.07297
60,20,5,74.37742114,16.76812396,8.854454898,0.230951622,100,0.327786126,2.734366353,3,125,1100,0.07324
30,9.112791211,11.00729383,80.595,0,19.4,0.517101628,30,0.326398069,1.6119,0.6,145.4483226,1100,0.07396
80,7,4,0,30.35461078,22.62905869,0.279346868,40,0.400496475,0.910638323,0.6,125,1100,0.288
60,100,5.29,100,0,0,2.727272727,100,3,0.55,0.5,175,1100,0.22550892
25,0.54385014,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,0.02664
90,4.41005401,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,0.74345
60,100,5.29,100,0,0,0,100,3,0.55,0.5,175,1100,0.02885426
80,50,25,85.73,0,14.27,0.33,60,0.25,0.025,0.8,175,1100,0.16
80,3,1,85.52915767,0,14.47084233,0.33,40,0.33,0.641468683,0.2,50,1100,0.07734
80,14.93631308,1,85.73,0,14.27,0.176470588,20,0.176470588,1.7146,0.5,125,1100,0.10594
50,12.79225342,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,0.09496
25,0.176042236,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,0.00296
90,-0.703371295,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,0.21517
80,222.2528809,82.85003303,98.3,0,0,1.359309054,100,3.166666667,0.1,0.704505202,153.2730029,1100,0.08969
80,23.18781906,8,85.52915767,0,14.47084233,0.052631579,20,0.547779252,0.230928726,0.31848447,50,1100,0.08413
80,18.36534503,5,59,0,16,1.25,40,1.5,0.5,0.4,125,1100,0.16679
80,500,29.16,85.52915767,0,14.47084233,1.164343559,100,5.153302107,2.03,1.05,79.5,869.5652174,0.1167
80,6,1,100,0,0,0.281309906,20,0.550190187,2,0.5,125,1100,0.31756
80,40,3.645,57.81239854,0,9.625764357,0.33,40,0.33,2.5,0.5,175,1100,0.051
80,11.90362243,8,17.14285714,0,13.09596686,0.052631579,20,0.307677958,0.019885714,0.307702064,50,1100,0.30459
60,65.94589259,25,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.486060892,0.4,175,1100,0.03534
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.427561377,0.338609935,0.4,50,1100,0.72665
80,25,17.64,85.52915767,0,14.47084233,0.392512756,58.91114485,0.280061335,2.25,0.8,175,1100,0.15651
60,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,0.11494
80,25,17.64,85.52915767,0,14.47084233,0.176470588,60,0.176470588,1.881641469,0.8,175,1100,0.20339
60,60,25,0,75.66401816,24.33598184,1.112402805,0,0.967019948,2.269920545,0.7,125,1100,0.0074
120,15,6.25,85.52915767,0,14.47084233,0.019426246,46.3,0.403187095,0.085529158,0.4,50,1100,0.903
80,50,25,85.73,0,14.27,0.33,60,0.25,0.005,0.8,175,1100,0.146
80,11.42418465,8,17.14285714,0,13.09596686,0.052631579,20,0.331245219,0.018857143,0.299019417,50,1100,0.25541
50,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,0.08567
80,40,5,85.52915767,0,14.47084233,0.67,40,0.67,0.2,0.5,125,1100,0.1428
60,33,25,85.52915767,0,14.47084233,0.352622458,100,0.304951422,1.702030238,1.31,175,1100,0.41673
60,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.1,90,980,0.1893
120,2,4.570086079,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1107.432325,0.41098
80,50,25,0,75.9,24.1,0.432355306,30,0.551156983,3,0.7,125,1100,0.28716
80,1,4.62,100,0,0,0.09375,66.67,0.410094259,0.16,0.6,125,1100,0.11813
25,63,4,74.37742114,16.76812396,8.854454898,0.73255738,10,0.8805082,2.319046959,0.352136828,125,1100,0.0006694
30,10,20,100,0,0,0.428571429,100,0.428571429,2,1,88,1100,0.011
25,20.66890642,5,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,2.045979726,0.4,125,1100,0.0037
90,15,4,85.52915767,0,14.47084233,0,46.3,0.361993039,0.04663905,0.4,50.8,1100,0.37252
90,15,4,85.52915767,0,14.47084233,0.095239255,46,0.36631045,0.085529158,0.4,50,1100,0.47732
80,4,11.24049197,25.6587473,0,32.341,0.5,30,0.5,0.256587473,1,125,1100,0.01442
80,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,0.24456
80,4,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,0.3,0.1,50,980,0.14303
60,270,48.46351845,85.52915767,0,14.47084233,2.150691132,59.34613525,1.812971149,0.256587473,0.5,175,1100,0.07
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,3.421166307,1,50,1100,0.53083
70,4,10.63367693,25.6587473,0,32.341,0.5,30,0.5,0.256587473,1,125,1100,0.00884
80,1.5,5,40,0,0,0.281176263,46,0.546633737,0.4,0.184,50,1100,0.14834
60,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,0.07242
55,172.8442295,120,100,0,0,0.635637283,100,4.227462648,1,0.9,125,1100,0.12
80,2,5.14045926,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1092.791857,0.24654
80,12.94077278,5,59,0,16,0.4,40,0,0.885,0.4,125,1100,0.14679
64,2,25,85.52915767,0,14.47084233,0.446643758,64.29533761,0.265617659,2.138228942,0.8,175,1100,0.12525
80,13.93423115,1,51.4286,0,17.0646,0.176470588,20,0.176470588,1.028572,0.5,125,1100,0.01423
110,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.297
80,300,25,85.52915767,0,14.47084233,0.2,47,0.2385,0.1,0.1,175,1100,0.27877
28,60,25,0,60.3,23.9,0.661053715,30,0.380369801,3,0.7,125,1100,0.006
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,909.2903488,0.35742
35,3,1,42.76457883,0,17.851,0.33,40,0.33,0.320734341,0.2,50,1100,0.01156
80,5,5,75,0,16.34506214,0.388888889,46.7,0.6,2,0.35,50,1100,0.19545
22,0.166666667,5,74.37742114,16.76812396,8.854454898,0.25,0,0.25,2.734366353,0,125,1100,0.0015
110,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.36806
80,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.5,90,980,0.40803
80,40,3.645,85.71428571,0,14.28571429,0.583695267,40,0.477445702,0.857142857,0.5,175,1100,0.04469
130,40.22818585,4,51.42857143,0,24.59807287,0.176470588,100,0.176470588,0.462857143,0.5,175,1100,0.31463
25,5,19.52906292,100,0,0,0.462567083,100,0.360291006,2.2,0.8,175,1100,0.05496
30,10,20,20,0,0,0.428571429,100,0.428571429,0.3,1,88,1100,0.013
50,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,0.063
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,0.0312
50,60,25,0,75.66401816,24.33598184,0.954702409,0,0.950891886,2.269920545,0.7,125,1100,0.0065
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,0.08937
30,21.20177116,10.99479906,80.595,0,19.4,0.698133711,30,0.386906671,1.6119,0.6,123.4933406,1100,0.03107
30,10,20,100,0,0,0.428571429,100,0.428571429,1.5,1,88,1100,0.0498
110,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,70,206.185567,0.114
80,60,25,0,83.55,16.45,1.166449873,0,0.930610563,2.5065,0.7,125,1100,0.023
80,9.1,5,85.52915767,0,14.47084233,0.052631579,46.7,0.428571429,1.000691145,0.1,25,1100,0.20876
70,33.9902841,25,85.52915767,0,14.47084233,0.302222534,100,0.284803411,0.855291577,0.3,125,1100,0.30715228
80,25,17.64,85.52915767,0,14.47084233,0.336689866,57.25484701,0.230980813,2.25,0.8,175,1100,0.25123
80,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,911.8337149,0.16494
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,0.641468683,0.6,175,1100,0.05197
80,25,17.64,85.52915767,0,14.47084233,0.176470588,60,0.176470588,1.881641469,0.8,175,1100,0.16304
80,3,1,38.48805,0,17.7521,0.111111111,40,0.333,0.288660375,0.2,50,1100.780395,0.21475817
80,60,25,0,83.55,16.45,0.529163071,30,0.527243831,2.5065,0.21,125,1100,0.03
60,270,56.10548285,85.52915767,0,14.47084233,1.467094912,65.07818298,1.56248354,0.256587473,0.5,175,1100,0.13109
80,20,5,74.37742114,16.76812396,8.854454898,0.161499397,100,0.12074659,2.734366353,3,125,1100,0.565
80,13.25486226,4,100,0,0,0.15,20,0.5,5,0.3,125,602.4096386,0.12716
80,40,1,85.52915767,0,14.47084233,0.25,60,2,1.5,0.5,125,1100,0.04403
56,2,25,85.52915767,0,14.47084233,0.41609371,61.73340883,0.303549883,2.138228942,0.8,175,1100,0.09344
60,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,0.233
60,100,5.29,100,0,0,0.909090909,100,3,0.55,0.5,175,1100,0.06120501
80,5,5,75,0,17.61955664,0.25,45.8,0.25,1.75,0.2,50,1100,0.19561
80,40,3.645,51.42857143,0,15.97069593,0.283960741,40,0.324856585,0.514285714,0.5,175,1100,0.08369
70,3.401700251,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,0.30079
30,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,0.06745
80,5,5,75,0,16.58175292,0.131221719,46.7,0.6,2,0.35,50,1100,0.15397
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,1.710583153,0.5,50,1100,0.51128
80,4,5,74.37742114,16.76812396,8.854454898,0.170961391,30,0.385283062,0.34,0.1,90,1000,0.09314
60,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,0.02258
80,37.15180574,25,85.52915767,0,14.47084233,0.245108279,100,0.304832613,0.855291577,0.3,125,1100,0.26339
80,5,5,75,0,17.61955664,0.25,45.8,0.25,1.75,0.2,50,1100,0.25103
25,18.18052287,5,85.52915767,0,14.47084233,0.111111111,46.1,0.369863014,2.138228942,0.4,125,1100,0.0049
80,40,16,85.52915767,0,14.47084233,3,7,0.33,0.9,0.25,50,1100,0.24183
110,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.204
