iter	Logloss
0	0.3558936191
1	0.2101688313
2	0.1478361905
3	0.1204862579
4	0.1006444585
5	0.0777551553
6	0.0730431807
7	0.05777797154
8	0.05134233105
9	0.04408239371
10	0.04034314356
11	0.03743309446
12	0.03353524954
13	0.03244095487
14	0.0301062585
15	0.02863796765
16	0.02778994209
17	0.02592314741
18	0.02445547349
19	0.0239481198
20	0.02180225182
21	0.0217690171
22	0.02060245668
23	0.02048194905
24	0.01985914631
25	0.01954183854
26	0.01914943521
27	0.01902919046
28	0.01855638939
29	0.0184281872
30	0.01825230227
31	0.01765255965
32	0.0173885372
33	0.01727541025
34	0.0172449626
35	0.01714988094
36	0.01699000778
37	0.01692557067
38	0.01684542221
39	0.01669180165
40	0.01658950912
41	0.01655662416
42	0.01639333123
43	0.01636965253
44	0.01634204808
45	0.01627579165
46	0.01622684704
47	0.01605329483
48	0.01599245584
49	0.01596353096
50	0.0159071758
51	0.01588262403
52	0.01583747633
53	0.01575765515
54	0.01575765515
55	0.015671941
56	0.01562909267
57	0.01562909267
58	0.01560486526
59	0.01557850811
60	0.01555124196
61	0.01555124196
62	0.01551413218
63	0.01551413218
64	0.01548730077
65	0.01546423584
66	0.01546423584
67	0.01543086923
68	0.01543086923
69	0.01543086923
70	0.01543086923
71	0.01540203238
72	0.01540203238
73	0.01540203238
74	0.01540203238
75	0.01540203238
76	0.01538588207
77	0.01538588207
78	0.01538588207
79	0.01538588207
80	0.01538588207
81	0.01538588207
82	0.01538588207
83	0.01538588207
84	0.01538598599
85	0.01537110595
86	0.01537110595
87	0.01537110595
88	0.01537110595
89	0.01537110595
90	0.01537110595
91	0.01537110595
92	0.01537110595
93	0.01537110595
94	0.01537110595
95	0.01537110595
96	0.01537110595
97	0.01537110595
98	0.01537110595
99	0.01537110595
100	0.01537110595
101	0.01537110595
102	0.01537110595
103	0.01537110595
104	0.01537110595
105	0.01537110595
106	0.01537110595
107	0.01537110595
108	0.01537110595
109	0.01537109721
110	0.01537109721
111	0.01537109721
112	0.01537109721
113	0.01537119238
114	0.01537119238
115	0.01537119238
116	0.01537119238
117	0.01537119238
118	0.0153712186
119	0.0153712186
120	0.0153712186
121	0.0153712186
122	0.0153712186
123	0.0153712186
124	0.0153712186
125	0.0153712186
126	0.0153712186
127	0.0153712186
128	0.0153712186
129	0.0153712186
130	0.0153712186
131	0.0153712186
132	0.0153712186
133	0.0153712186
134	0.0153712186
135	0.0153712186
136	0.0153712186
137	0.0153712186
138	0.0153712186
139	0.0153712186
140	0.0153712186
141	0.0153712186
142	0.0153712186
143	0.0153712186
144	0.0153712186
145	0.0153712186
146	0.0153712186
147	0.0153712186
148	0.0153712186
149	0.0153712186
150	0.0153712186
151	0.0153712186
152	0.0153712186
153	0.0153712186
154	0.0153712186
155	0.0153712186
156	0.0153712186
157	0.0153712186
158	0.0153712186
159	0.0153712186
160	0.0153712186
161	0.0153712186
162	0.0153712186
163	0.0153712186
164	0.0153712186
165	0.0153712186
166	0.0153712186
167	0.0153712186
168	0.0153712186
169	0.0153712186
170	0.0153712186
171	0.0153712186
172	0.0153712186
173	0.0153712186
174	0.0153712186
175	0.0153712186
176	0.0153712186
177	0.0153712186
178	0.0153712186
179	0.0153712186
180	0.0153712186
181	0.0153712186
182	0.0153712186
183	0.0153712186
184	0.0153712186
185	0.0153712186
186	0.0153712186
187	0.0153712186
188	0.0153712186
189	0.0153712186
190	0.0153712186
191	0.0153712186
192	0.0153712186
193	0.0153712186
194	0.0153712186
195	0.0153712186
196	0.0153712186
197	0.0153712186
198	0.0153712186
199	0.0153712186
