iter	Passed	Remaining
0	1	68
1	5	130
2	8	127
3	10	124
4	13	121
5	16	118
6	19	118
7	22	115
8	25	114
9	27	111
10	30	108
11	33	106
12	36	103
13	39	102
14	42	99
15	45	97
16	48	94
17	51	91
18	54	88
19	56	85
20	59	82
21	62	78
22	64	76
23	67	73
24	69	69
25	72	67
26	75	64
27	78	61
28	80	58
29	83	55
30	85	52
31	88	49
32	91	46
33	94	44
34	96	41
35	99	38
36	102	35
37	104	33
38	107	30
39	110	27
40	113	24
41	115	22
42	118	19
43	120	16
44	123	13
45	126	10
46	128	8
47	131	5
48	134	2
49	136	0
