"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"EW","PT",4.30476609657948,21,"PT:EW",5.77016574585635
"EW","RU",3.57142857142857,4,"RU:EW",5.77016574585635
"EW","ST",4.2294341894061,54,"ST:EW",5.77016574585635
"FR","AA",2.00892857142857,112,"AA:FR",3.16149171270718
"FR","AL",3.0107044198895,50,"AL:FR",3.16149171270718
"FR","CD",2.92977234753551,56,"CD:FR",3.16149171270718
"FR","CL",3.17857142857143,36,"CL:FR",3.16149171270718
"FR","EW",3.86819306930693,28,"EW:FR",3.16149171270718
"FR","FR",3.18474489795918,66,"FR:FR",3.16149171270718
"FR","ICA",2.93669803250642,54,"ICA:FR",3.16149171270718
"FR","ICC",3.16313559322034,55,"ICC:FR",3.16149171270718
"FR","IR",3.29725031605563,30,"IR:FR",3.16149171270718
"FR","MT",2.80952380952381,29,"MT:FR",3.16149171270718
"FR","O",3.22978436657682,76,"O:FR",3.16149171270718
"FR","OT",3.61477411477411,33,"OT:FR",3.16149171270718
"FR","PT",3.56583249496982,45,"PT:FR",3.16149171270718
"FR","RU",3.35416666666667,21,"RU:FR",3.16149171270718
"FR","ST",2.93940609951846,77,"ST:FR",3.16149171270718
"ICA","AA",2.4012370311253,105,"AA:ICA",3.41917127071823
"ICA","AL",2.92432912391476,59,"AL:ICA",3.41917127071823
"ICA","CD",3.13862781954887,49,"CD:ICA",3.41917127071823
"ICA","CL",3.28524436090226,37,"CL:ICA",3.41917127071823
"ICA","EW",3.57850070721358,34,"EW:ICA",3.41917127071823
"ICA","FR",3.27683673469388,61,"FR:ICA",3.41917127071823
"ICA","ICA",3.21230752780154,58,"ICA:ICA",3.41917127071823
"ICA","ICC",3.21615213882163,57,"ICC:ICA",3.41917127071823
"ICA","IR",3.31321112515803,28,"IR:ICA",3.41917127071823
"ICA","MT",2.80059523809524,32,"MT:ICA",3.41917127071823
"ICA","O",3.39605795148248,70,"O:ICA",3.41917127071823
"ICA","OT",3.34355921855922,35,"OT:ICA",3.41917127071823
"ICA","PT",3.69391348088531,42,"PT:ICA",3.41917127071823
"ICA","RU",3.21130952380952,24,"RU:ICA",3.41917127071823
"ICA","ST",3.53621589085072,70,"ST:ICA",3.41917127071823
"ICC","AA",2.33155426975259,111,"AA:ICC",3.23657458563536
"ICC","AL",3.02116219415943,67,"AL:ICC",3.23657458563536
"ICC","CD",3.21010860484545,54,"CD:ICC",3.23657458563536
"ICC","CL",3.26315789473684,46,"CL:ICC",3.23657458563536
"ICC","EW",3.94209688826025,31,"EW:ICC",3.23657458563536
"ICC","FR",2.85158163265306,71,"FR:ICC",3.23657458563536
"ICC","ICA",2.93851582549187,63,"ICA:ICC",3.23657458563536
"ICC","ICC",3.34115213882163,57,"ICC:ICC",3.23657458563536
"ICC","IR",3.21973767383059,33,"IR:ICC",3.23657458563536
"ICC","MT",2.70238095238095,38,"MT:ICC",3.23657458563536
"ICC","O",3.23871293800539,76,"O:ICC",3.23657458563536
"ICC","OT",3.42948717948718,37,"OT:ICC",3.23657458563536
"ICC","PT",3.17655935613682,56,"PT:ICC",3.23657458563536
"ICC","RU",3.29166666666667,24,"RU:ICC",3.23657458563536
"ICC","ST",2.66482744783307,88,"ST:ICC",3.23657458563536
"IR","AA",4.76935355147646,66,"AA:IR",5.72342541436464
"IR","AL",3.82700276243094,28,"AL:IR",5.72342541436464
"IR","CD",3.88836675020886,24,"CD:IR",5.72342541436464
"IR","CL",3.65789473684211,23,"CL:IR",5.72342541436464
"IR","EW",4.15921145685997,20,"EW:IR",5.72342541436464
"IR","FR",4.25392857142857,35,"FR:IR",5.72342541436464
"IR","ICA",3.82351368691189,29,"ICA:IR",5.72342541436464
"IR","ICC",3.98062953995157,37,"ICC:IR",5.72342541436464
"IR","IR",3.76706700379267,17,"IR:IR",5.72342541436464
"IR","MT",3.16964285714286,16,"MT:IR",5.72342541436464
"IR","O",4.6409478885894,45,"O:IR",5.72342541436464
"IR","OT",4.06799450549451,13,"OT:IR",5.72342541436464
"IR","PT",4.1596453722334,29,"PT:IR",5.72342541436464
"IR","RU",3.47916666666667,12,"RU:IR",5.72342541436464
"IR","ST",4.41633226324238,51,"ST:IR",5.72342541436464
"MT","AA",3.84547086991221,77,"AA:MT",5.07972375690608
"MT","AL",3.31822217837411,53,"AL:MT",5.07972375690608
"MT","CD",3.48496240601504,40,"CD:MT",5.07972375690608
"MT","CL",3.59351503759398,27,"CL:MT",5.07972375690608
"MT","EW",4.03155940594059,24,"EW:MT",5.07972375690608
"MT","FR",3.80433673469388,47,"FR:MT",5.07972375690608
"MT","ICA",3.40333618477331,46,"ICA:MT",5.07972375690608
"MT","ICC",3.81825060532688,43,"ICC:MT",5.07972375690608
"MT","IR",3.49597029077118,23,"IR:MT",5.07972375690608
"MT","MT",3.05059523809524,17,"MT:MT",5.07972375690608
"MT","O",4.20681716082659,51,"O:MT",5.07972375690608
"MT","OT",3.69909951159951,20,"OT:MT",5.07972375690608
"MT","PT",4.21906438631791,32,"PT:MT",5.07972375690608
"MT","RU",3.65178571428571,13,"RU:MT",5.07972375690608
"MT","ST",4.48123996789727,63,"ST:MT",5.07972375690608
"O","AA",3.3287110933759,91,"AA:O",3.22381215469613
"O","AL",3.72637134964483,42,"AL:O",3.22381215469613
"O","CD",3.37244152046784,38,"CD:O",3.22381215469613
"O","CL",3.44924812030075,30,"CL:O",3.22381215469613
"O","EW",4.00344766619519,26,"EW:O",3.22381215469613
"O","FR",3.77632653061224,46,"FR:O",3.22381215469613
"O","ICA",3.46642429426861,44,"ICA:O",3.22381215469613
"O","ICC",3.59866828087167,46,"ICC:O",3.22381215469613
"O","IR",3.46215233881163,25,"IR:O",3.22381215469613
"O","MT",2.77678571428571,28,"MT:O",3.22381215469613
"O","O",4.73472596585804,53,"O:O",3.22381215469613
"O","OT",3.75152625152625,26,"OT:O",3.22381215469613
"O","PT",4.01955482897384,35,"PT:O",3.22381215469613
"O","RU",3.35119047619048,23,"RU:O",3.22381215469613
"O","ST",3.25983146067416,72,"ST:O",3.22381215469613
"OT","AA",4.23897645650439,69,"AA:OT",5.32662983425414
"OT","AL",3.41850828729282,41,"AL:OT",5.32662983425414
"OT","CD",3.656276106934,29,"CD:OT",5.32662983425414
"OT","CL",3.7781954887218,14,"CL:OT",5.32662983425414
"OT","EW",4.10316478076379,17,"EW:OT",5.32662983425414
"OT","FR",4.0575,35,"FR:OT",5.32662983425414
"OT","ICA",3.86756843455945,31,"ICA:OT",5.32662983425414
"OT","ICC",3.88715698143664,36,"ICC:OT",5.32662983425414
"OT","IR",3.48743678887484,14,"IR:OT",5.32662983425414
"OT","MT",3.16964285714286,19,"MT:OT",5.32662983425414
"OT","O",4.61528526504942,47,"O:OT",5.32662983425414
"OT","OT",3.8525641025641,19,"OT:OT",5.32662983425414
"OT","PT",4.19146126760563,27,"PT:OT",5.32662983425414
"OT","RU",3.49404761904762,14,"RU:OT",5.32662983425414
"OT","ST",4.10563804173355,60,"ST:OT",5.32662983425414
"PT","AA",3.34841380686353,82,"AA:PT",4.18229281767956
"PT","AL",3.7352999210734,42,"AL:PT",4.18229281767956
"PT","CD",3.45812447786132,35,"CD:PT",4.18229281767956
"PT","CL",3.44830827067669,32,"CL:PT",4.18229281767956
"PT","EW",3.85546322489392,27,"EW:PT",4.18229281767956
"PT","FR",3.36438775510204,45,"FR:PT",4.18229281767956
"PT","ICA",3.56522668947819,42,"ICA:PT",4.18229281767956
"PT","ICC",3.90082728006457,35,"ICC:PT",4.18229281767956
"PT","IR",3.51991150442478,20,"IR:PT",4.18229281767956
"PT","MT",3.21428571428571,16,"MT:PT",4.18229281767956
"PT","O",4.29666442048517,52,"O:PT",4.18229281767956
"PT","OT",3.6996336996337,25,"OT:PT",4.18229281767956
"PT","PT",4.07815643863179,33,"PT:PT",4.18229281767956
"PT","RU",3.64285714285714,16,"RU:PT",4.18229281767956
"PT","ST",3.72351524879615,69,"ST:PT",4.18229281767956
"RU","AA",4.68540502793296,69,"AA:RU",6.16129834254144
"RU","AL",3.8973954222573,34,"AL:RU",6.16129834254144
"RU","CD",3.9561925647452,21,"CD:RU",6.16129834254144
"RU","CL",3.93656015037594,19,"CL:RU",6.16129834254144
"RU","EW",4.30472065063649,16,"EW:RU",6.16129834254144
"RU","FR",4.45071428571429,28,"FR:RU",6.16129834254144
"RU","ICA",4.0383875106929,27,"ICA:RU",6.16129834254144
"RU","ICC",4.04368442292171,35,"ICC:RU",6.16129834254144
"RU","IR",3.83470290771176,13,"IR:RU",6.16129834254144
"RU","MT",3.10714285714286,16,"MT:RU",6.16129834254144
"RU","O",4.92441599281222,41,"O:RU",6.16129834254144
"RU","OT",3.66559829059829,24,"OT:RU",6.16129834254144
"RU","PT",4.28074698189135,27,"PT:RU",6.16129834254144
"RU","RU",3.44642857142857,10,"RU:RU",6.16129834254144
"RU","ST",4.80838683788122,47,"ST:RU",6.16129834254144
"ST","AA",2.37564844373504,104,"AA:ST",2.47301104972376
"ST","AL",2.66900157853197,64,"AL:ST",2.47301104972376
"ST","CD",3.3671679197995,46,"CD:ST",2.47301104972376
"ST","CL",3.3218984962406,35,"CL:ST",2.47301104972376
"ST","EW",3.66133309759547,37,"EW:ST",2.47301104972376
"ST","FR",3.1234693877551,67,"FR:ST",2.47301104972376
"ST","ICA",3.21465996578272,50,"ICA:ST",2.47301104972376
"ST","ICC",2.87046004842615,64,"ICC:ST",2.47301104972376
"ST","IR",3.23285398230088,28,"IR:ST",2.47301104972376
"ST","MT",2.94345238095238,32,"MT:ST",2.47301104972376
"ST","O",3.45687331536388,67,"O:ST",2.47301104972376
"ST","OT",3.61645299145299,32,"OT:ST",2.47301104972376
"ST","PT",3.70674044265594,44,"PT:ST",2.47301104972376
"ST","RU",3.06845238095238,27,"RU:ST",2.47301104972376
"ST","ST",2.7175963081862,84,"ST:ST",2.47301104972376
