,Operating Temperature (℃),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),Membrane Thickness (μm),EW,Current at 1.5 V
415,50.0,3.343019649,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,0.11573
134,80.0,200.8792996,75.0,100.0,0.0,0.0,0.822986315,100.0,2.359664076,0.2,0.4,175.0,1100.0,0.01453
532,60.0,270.0,46.29038746,85.52915767,0.0,14.47084233,2.25415716,61.69268321,2.060287811,0.256587473,0.5,175.0,1100.0,0.09903
544,60.0,270.0,46.628956,85.52915767,0.0,14.47084233,1.664678144,63.55320148,1.524590647,0.256587473,0.5,175.0,1100.0,0.05554
5,80.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.5,0.25,125.0,1100.0,0.0282
328,80.0,0.5,4.0,74.37742114,16.76812396,8.854454898,0.3,40.0,0.3,2.734366353,1.2,125.0,1100.0,0.226
502,80.0,0.1,6.76,85.52915767,0.0,14.47084233,0.505126236,30.0,0.683573239,3.421166307,1.8,175.0,1100.0,0.20499
516,80.0,22.51090936,8.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.326732579,0.846738661,0.279104095,50.0,1100.0,0.37266
199,25.0,100.0,5.0,85.52915767,0.0,14.47084233,0.530536545,40.0,2.67583947,2.56587473,0.4,125.0,1100.0,0.00375
252,80.0,50.0,25.0,85.73,0.0,14.27,0.33,60.0,0.25,0.0,0.8,175.0,1100.0,0.136
226,60.0,40.0,4.5,85.52915767,0.0,14.47084233,3.0,20.0,10.0,2.0,0.05,50.0,1100.0,0.09725
414,40.0,0.836984731,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,0.06017
396,80.0,1.0,4.62,100.0,0.0,0.0,0.1875,66.67,0.422209462,0.08,0.6,125.0,1100.0,0.091
150,80.0,216.0759697,84.77637295,100.0,0.0,0.0,1.052094626,100.0,3.166666667,0.1,0.796856937,160.7500869,1100.0,0.03042
206,80.0,5.0,5.0,75.0,0.0,16.57390417,0.131221719,46.7,0.6,2.0,0.35,50.0,1100.0,0.09313
521,60.0,5.88203717,5.0,100.0,0.0,0.0,0.25,40.0,0.5,0.4,0.1,90.0,980.0,0.07411
63,30.0,10.0,20.0,100.0,0.0,0.0,0.111111111,100.0,0.428571429,1.5,1.0,88.0,1100.0,0.01
575,80.0,109.4797653,50.0,32.57142857,0.0,30.26987009,0.709577908,61.15418245,1.292839834,0.651428571,0.4,125.0,1100.0,0.28561
207,80.0,5.0,5.0,75.0,0.0,16.78919732,0.131221719,46.7,0.6,2.0,0.35,50.0,1100.0,0.04189
297,70.0,4.0,5.0,85.52915767,0.0,14.47084233,0.25,30.0,0.5,1.282937365,0.5,125.0,1100.0,0.101
542,60.0,270.0,47.54916178,85.52915767,0.0,14.47084233,1.629301042,64.40594124,1.510509545,0.256587473,0.5,175.0,1100.0,0.0583
248,80.0,500.0,29.16,85.52915767,0.0,14.47084233,1.049165401,100.0,6.007528044,2.03,1.05,125.0,1100.0,0.09139
259,80.0,7.0,4.0,0.0,75.66401816,24.33598184,0.265524335,40.0,0.380275882,2.269920545,0.6,125.0,1100.0,0.239
216,80.0,50.0,25.0,85.52915767,0.0,14.47084233,0.278863389,60.0,0.133623675,2.25,0.8,175.0,1100.0,0.2634
442,40.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.5,90.0,1000.0,0.08599
360,80.0,250.0,86.0,0.0,0.0,0.0,0.0,68.0,0.0,0.15,0.15,175.0,1100.0,0.04736
490,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.158284189,100.0,0.119913557,2.734366353,3.0,125.0,1100.0,0.33282
47,80.0,177.3537945,46.44061618,85.52915767,0.0,14.47084233,1.25,20.0,2.695305855,0.342116631,0.716088856,175.0,1100.0,0.70233456
231,80.0,192.1973963,50.0,85.52915767,0.0,14.47084233,0.806166095,100.0,4.847154112,4.0,4.0,254.0,1100.0,0.01682
234,90.0,15.0,4.0,85.52915767,0.0,14.47084233,0.302569627,0.0,1.139246151,0.085529158,0.0,50.0,1100.0,0.0073
43,60.0,100.0,5.29,100.0,0.0,0.0,4.545454545,100.0,3.0,0.55,0.5,175.0,1100.0,0.16322821
119,40.0,50.0,4.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.428571429,0.38,0.2,50.0,1100.0,0.19835
114,80.0,50.0,4.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.428571429,0.38,0.2,50.0,1100.0,0.53629
563,90.0,43.60864492,4.0,85.52915767,0.0,14.47084233,0.176470588,100.0,0.176470588,0.769762419,0.5,175.0,1100.0,0.04568
416,60.0,1.525835128,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,0.1962
89,80.0,25.0,17.64,85.52915767,0.0,14.47084233,0.275483208,59.29664324,0.250495304,2.25,0.8,175.0,1100.0,0.14094
519,40.0,8.093331718,5.0,100.0,0.0,0.0,0.25,40.0,0.5,0.4,0.1,90.0,980.0,0.03428
462,80.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.1,90.0,1000.0,0.27329
121,90.0,50.0,4.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.428571429,0.38,0.2,50.0,1100.0,0.67542
451,60.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.1,90.0,1000.0,0.15219
158,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.0,100.0,0.0,2.734366353,0.051,125.0,1100.0,0.05318
350,60.0,55.44484811,25.0,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,1.227587835,0.4,175.0,1100.0,0.03737
454,90.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.1,90.0,1000.0,0.51088
275,40.0,20.0,25.0,100.0,0.0,0.0,0.26887693,100.0,0.187223176,1.0,0.3,121.633866,1100.0,0.026
453,80.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.1,90.0,1000.0,0.35932
561,25.0,18.07778353,5.0,68.32740214,15.40416878,16.26842908,0.111111111,46.1,0.369863014,2.093289273,0.4,125.0,1100.0,0.0055
470,120.0,3.33,6.25,84.5,0.0,15.5,0.24,43.93130182,0.428571429,1.69,2.0,125.0,1100.0,0.418
192,70.0,4.0,5.0,44.62645268,10.06087438,5.312672939,0.176470588,40.0,0.388888889,0.4,0.1,50.0,980.0,0.13325
241,90.0,2.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.5,0.4,120.0,870.0,0.69208
75,60.0,2.0,25.0,85.52915767,0.0,14.47084233,0.361332014,62.14057076,0.240665267,2.138228942,0.8,175.0,1100.0,0.05815
456,40.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,0.36458218,0.1,90.0,1000.0,0.00791
409,60.0,4.501619343,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,0.16819
227,80.0,3.0,1.0,85.73,0.0,14.27,0.151776541,40.0,0.362015213,0.642975,0.2,50.0,1100.0,0.1825
479,80.0,40.0,3.645,34.28571429,0.0,15.33368323,0.394818831,40.0,0.253866368,0.342857143,0.5,175.0,1100.0,0.07796
488,80.0,32.01683061,4.0,85.52915767,0.0,14.47084233,0.3333,70.0,0.3333,0.063377106,0.7,50.0,1100.0,0.28502
44,80.0,170.4751056,37.70187597,85.52915767,0.0,14.47084233,5.0,20.0,2.305975152,0.085529158,0.708260779,175.0,1100.0,0.68228765
58,30.0,10.0,20.0,100.0,0.0,0.0,0.428571429,100.0,0.428571429,1.0,1.0,88.0,1100.0,0.01
459,70.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,0.36458218,0.1,90.0,1000.0,0.15118
290,70.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.367183177,0.5,125.0,1100.0,0.312
21,100.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.25,0.25,50.0,825.0,0.01279
483,80.0,40.0,3.645,68.57142857,0.0,15.12820511,1.394017747,40.0,1.599086947,0.685714286,0.5,175.0,1100.0,0.12847
239,70.0,2.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.5,0.4,120.0,870.0,0.35564
301,80.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,50.0,0.5,2.0,0.3,125.0,1100.0,0.313
81,80.0,40.0,5.0,85.52915767,0.0,14.47084233,0.67,40.0,0.67,1.2,0.5,125.0,1100.0,0.17305
533,60.0,270.0,51.83117186,85.52915767,0.0,14.47084233,1.882657881,61.06389396,1.808704345,0.256587473,0.5,175.0,1100.0,0.07948
448,30.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.1,90.0,1000.0,0.02252
20,100.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.25,0.25,50.0,825.0,0.14549
567,90.0,37.15090098,4.0,51.42857143,0.0,24.59807287,0.176470588,100.0,0.176470588,0.462857143,0.5,175.0,1100.0,0.04725
229,80.0,3.0,1.0,38.48805,0.0,17.7521,0.146996111,40.0,0.317235791,0.288660375,0.2,50.0,1100.0,0.39551
197,80.0,40.0,1.0,85.52915767,0.0,14.47084233,0.25,60.0,2.0,1.5,0.5,50.0,1100.0,0.1473
540,60.0,270.0,46.72177337,85.52915767,0.0,14.47084233,1.760277361,66.92663957,1.478754654,0.256587473,0.5,175.0,1100.0,0.08207
105,80.0,1.0,5.0,74.37742114,16.76812396,8.854454898,0.176470588,40.0,0.388888889,0.4,0.1,90.0,980.0,0.13611
99,90.0,130.8010375,8.0,85.52915767,0.0,14.47084233,0.052631579,40.0,26.04166667,1.710583153,0.96,125.0,1100.0,0.09239
411,80.0,4.819154086,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,0.49458
408,50.0,5.629181396,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,0.09068
363,80.0,33.0,25.0,85.52915767,0.0,14.47084233,0.346040407,100.0,0.270084939,1.702030238,1.19,175.0,1100.0,0.31197
401,80.0,5.411068459,4.0,100.0,0.0,0.0,0.15,20.0,0.5,5.0,0.3,125.0,1100.0,0.28734
286,30.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.367183177,0.5,125.0,1100.0,0.064
418,80.0,5.515116088,5.0,74.37742114,16.76812396,8.854454898,0.176,30.0,0.333,0.36458218,0.1,90.0,980.0,0.55831
566,130.0,37.68568939,4.0,85.52915767,0.0,14.47084233,0.176470588,100.0,0.176470588,0.769762419,0.5,175.0,1100.0,0.12867
169,90.0,14.02002948,2.64287184,100.0,0.0,0.0,0.333017398,30.0,0.579518935,2.4,0.6,124.1586196,1100.0,0.001
131,80.0,3.0,1.0,38.48805,0.0,17.7521,0.142857143,40.0,0.333,0.288660375,0.2,50.0,1100.0,0.05104351
254,80.0,50.0,25.0,85.73,0.0,14.27,0.33,60.0,0.25,0.013,0.8,175.0,1100.0,0.16
549,80.0,300.0,25.0,85.52915767,0.0,14.47084233,0.1,47.0,0.2385,0.1,0.1,175.0,1100.0,0.20261
536,60.0,270.0,45.3593416,85.52915767,0.0,14.47084233,2.253014729,57.95189289,1.693547103,0.256587473,0.5,175.0,1100.0,0.06349
572,80.0,37.56499288,4.0,0.0,61.27392967,24.63458319,0.33,40.0,0.33,2.081839933,0.625464892,125.0,1100.0,0.27216
53,80.0,50.0,4.0,85.52915767,0.0,14.47084233,0.33,40.0,0.33,3.421166307,0.5,50.0,1100.0,0.50628
250,80.0,3.0,1.0,64.11,0.0,16.02,0.20596053,40.0,0.340993866,0.6411,0.2,50.0,1100.0,0.15587
65,30.0,10.0,20.0,100.0,0.0,0.0,0.667,100.0,0.428571429,1.5,1.0,88.0,1100.0,0.005
74,30.0,10.0,20.0,20.0,0.0,0.0,0.428571429,100.0,0.428571429,0.3,1.0,88.0,1100.0,0.06529
225,60.0,40.0,4.5,85.52915767,0.0,14.47084233,3.0,1.4,10.0,2.0,0.025,50.0,1100.0,0.12108
228,80.0,3.0,1.0,38.48805,0.0,17.7521,0.160804695,40.0,0.317185376,0.288660375,0.2,50.0,1100.0,0.34155
7,80.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.5,0.25,125.0,1100.0,0.0833
571,80.0,46.54984771,4.0,0.0,75.66401816,24.33598184,0.33,40.0,0.33,1.930846742,0.549794743,125.0,1100.0,0.43611
78,58.0,2.0,25.0,85.52915767,0.0,14.47084233,0.436633416,63.88676437,0.184765936,2.138228942,0.8,175.0,1100.0,0.08584
149,80.0,219.4653072,82.68568154,94.5,0.0,0.0,1.298759141,100.0,3.166666667,0.1,0.703173093,158.3697046,1100.0,0.08364
221,40.0,60.0,25.0,0.0,60.3,23.9,0.649367093,30.0,0.360181846,3.0,0.7,125.0,1100.0,0.0073
474,80.0,40.0,3.645,0.0,75.66401816,24.33598184,0.419722608,40.0,0.450187228,1.891600454,0.5,175.0,1100.0,0.21552
276,60.0,50.0,25.0,85.52915767,0.0,14.47084233,0.311112088,100.0,0.146421,2.5,0.8,175.0,1100.0,0.068
122,25.0,1.0,15.84755052,100.0,0.0,0.0,0.455737797,100.0,0.409580409,2.2,0.8,175.0,1100.0,0.05085
186,80.0,4.0,5.0,44.62645268,10.06087438,5.312672939,0.176470588,40.0,0.388888889,0.4,0.1,50.0,980.0,0.21314
522,70.0,3.634025044,5.0,100.0,0.0,0.0,0.25,40.0,0.5,0.4,0.1,90.0,980.0,0.10188
449,40.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.1,90.0,1000.0,0.05031
469,100.0,3.33,6.25,84.5,0.0,15.5,0.24,44.70119726,0.428571429,1.69,2.0,125.0,1100.0,0.3945
46,80.0,68.19816646,15.06164193,85.52915767,0.0,14.47084233,1.666666667,20.0,1.304913997,0.256587473,0.742630275,175.0,1100.0,0.73482438
437,120.0,15.0,6.25,85.52915767,0.0,14.47084233,0.0,46.5,0.550215476,0.086718013,0.4,50.0,1100.0,0.31021
384,110.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,120.0,946.4664688,0.52597
525,30.0,6.795267144,5.0,85.52915767,0.0,14.47084233,0.25,40.0,0.5,0.4,0.1,90.0,980.0,0.0216
380,120.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,125.0,1100.0,0.2045
316,40.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,0.014
475,80.0,40.0,3.645,34.61,48.47,16.92,0.409308137,40.0,0.430455139,2.077,0.5,175.0,1100.0,0.36187
425,60.0,25.0,4.0,85.52915767,0.0,14.47084233,0.15,40.0,0.2,1.282937365,0.6,175.0,1100.0,0.06959
266,50.0,60.0,25.0,0.0,83.55,16.45,1.093165594,0.0,0.943999767,2.5065,0.7,125.0,1100.0,0.008
508,80.0,50.0,5.0,64.37977662,0.0,16.01486981,0.33,70.0,0.33,0.965696649,0.57,125.0,1100.0,0.37549
517,80.0,28.71932958,8.0,17.14285714,0.0,13.09596686,0.052631579,20.0,0.358124056,0.1,0.367570086,175.0,1100.0,0.20808
424,90.0,15.0,4.0,85.52915767,0.0,14.47084233,0.0,46.3,0.438682321,0.462011404,0.4,50.8,1100.0,0.40777
103,55.0,131.8694592,120.0,100.0,0.0,0.0,0.492142612,100.0,3.362664391,1.0,0.9,125.0,1100.0,0.11
194,80.0,40.0,1.0,85.52915767,0.0,14.47084233,0.25,0.0,2.0,1.5,0.0,125.0,1100.0,0.00156
28,20.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.267789667,100.0,0.419134153,2.734366353,3.0,125.0,1100.0,0.0151
76,80.0,2.0,25.0,85.52915767,0.0,14.47084233,0.348796808,63.45910565,0.250319708,2.138228942,0.8,175.0,1100.0,0.16014
64,30.0,10.0,20.0,100.0,0.0,0.0,0.25,100.0,0.428571429,1.5,1.0,88.0,1100.0,0.01
309,60.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,0.024
498,90.0,15.0,1.21,85.52915767,0.0,14.47084233,0.0,46.5,0.428571429,0.085529158,0.02,50.0,1100.0,0.16828
42,50.0,100.0,5.29,100.0,0.0,0.0,4.545454545,100.0,3.0,0.55,0.5,175.0,1100.0,0.12256143
444,60.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,1.367183177,0.5,90.0,1000.0,0.1867
118,25.0,50.0,4.0,85.52915767,0.0,14.47084233,0.052631579,20.0,0.428571429,0.38,0.2,50.0,1100.0,0.11249
376,80.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,125.0,1100.0,0.16414
185,80.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.176470588,40.0,0.388888889,0.3,0.1,50.0,980.0,0.4704
387,90.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,125.0,1100.0,0.15834
556,80.0,5.0,5.0,75.0,0.0,17.61955664,0.25,45.8,0.25,1.75,0.2,50.0,1100.0,0.345
39,50.0,100.0,5.29,100.0,0.0,0.0,2.727272727,100.0,3.0,0.55,0.5,175.0,1100.0,0.14405402
49,80.0,50.0,4.0,85.52915767,0.0,14.47084233,0.33,40.0,0.33,0.855291577,0.5,50.0,1100.0,0.36536
494,70.0,100.0,25.0,100.0,0.0,0.0,1.424291924,100.0,5.631522138,2.0,1.0,175.0,1100.0,0.08723
322,120.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,0.303
503,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.0,100.0,0.0,2.734366353,0.2,125.0,1100.0,0.31865
310,80.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,0.11
268,70.0,60.0,25.0,0.0,83.55,16.45,1.209403102,0.0,0.949670782,2.5065,0.7,125.0,1100.0,0.012
283,80.0,40.0,3.645,66.86367932,0.0,11.13280261,0.33,40.0,0.33,2.5,0.5,175.0,1100.0,0.05682
245,80.0,6.0,1.0,100.0,0.0,0.0,0.425549591,0.0,1.21601819,2.0,0.0,125.0,1100.0,0.02389
493,20.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.225125144,100.0,0.4166106,2.734366353,3.0,125.0,1100.0,0.02097
562,25.0,18.37904887,5.0,74.63556851,9.815354713,15.54907677,0.111111111,46.1,0.369863014,2.111273081,0.4,125.0,1100.0,0.006
256,80.0,50.0,25.0,85.73,0.0,14.27,0.33,60.0,0.25,0.05,0.8,175.0,1100.0,0.16
244,80.0,6.0,1.0,100.0,0.0,0.0,0.319707965,0.0,1.216631476,2.0,0.0,125.0,1100.0,0.0123
509,80.0,50.0,5.0,52.87553066,0.0,16.94728547,0.33,70.0,0.33,0.79313296,0.57,125.0,1100.0,0.42642
553,80.0,300.0,25.0,85.52915767,0.0,14.47084233,0.6,47.0,0.2385,0.1,0.1,175.0,1100.0,0.04226
386,80.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,125.0,1100.0,0.11629
284,80.0,40.0,3.645,66.86367932,0.0,11.13280261,0.33,40.0,0.33,2.5,0.5,175.0,1100.0,0.04532
183,80.0,60.0,25.0,0.0,75.66401816,24.33598184,0.818160983,30.0,0.656443212,2.269920545,0.21,125.0,1100.0,0.01833
90,80.0,25.0,17.64,85.52915767,0.0,14.47084233,0.203403821,60.94810444,0.153760734,2.25,0.8,175.0,1100.0,0.12537
546,60.0,270.0,48.37084145,85.52915767,0.0,14.47084233,1.671619117,63.72813147,1.639070353,0.256587473,0.5,175.0,1100.0,0.12384
329,80.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.367183177,0.5,105.0,1031.0,0.407
97,90.0,126.4379627,8.0,85.52915767,0.0,14.47084233,0.052631579,40.0,9.375,1.710583153,0.96,125.0,1100.0,0.11121
505,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.0,100.0,0.0,2.734366353,3.0,125.0,1100.0,0.22078
318,80.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,1.03
455,30.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.2,30.0,0.3,0.36458218,0.1,90.0,1000.0,0.00372
467,80.0,3.33,6.25,84.5,0.0,15.5,0.24,45.01864041,0.428571429,1.69,2.0,125.0,1100.0,0.24705
164,70.0,4.0,6.299615628,40.0,0.0,21.97791598,0.5,30.0,0.5,0.4,1.0,125.0,1100.0,0.01905
86,80.0,25.0,17.64,85.52915767,0.0,14.47084233,0.293560947,59.00710904,0.236309593,2.25,0.8,175.0,1100.0,0.17273
24,100.0,75.0,50.0,100.0,0.0,0.0,0.0,100.0,0.0,0.25,0.25,50.0,825.0,0.07955
317,60.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,0.017
330,80.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.25,30.0,0.5,1.367183177,0.5,105.0,1219.5,0.295
210,80.0,4.0,5.0,74.37742114,16.76812396,8.854454898,0.188042222,30.0,0.329494887,0.34,0.1,90.0,1000.0,0.254
66,30.0,10.0,20.0,100.0,0.0,0.0,0.428571429,100.0,0.428571429,1.5,1.0,50.0,1100.0,0.01
491,60.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.175165486,100.0,0.146826524,2.734366353,3.0,125.0,1100.0,0.17423
476,80.0,40.0,3.645,34.61,48.47,16.92,0.409308137,40.0,0.430455139,2.077,0.5,175.0,1100.0,0.36187
486,80.0,19.87895898,5.0,59.0,0.0,16.0,0.6,40.0,1.5,0.59,0.4,125.0,1100.0,0.23931
305,70.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,50.0,0.5,2.0,0.3,120.0,870.0,0.303
320,100.0,3.33,6.25,85.52915767,0.0,14.47084233,0.5,40.0,0.5,1.710583153,2.0,120.0,870.0,0.127
258,22.0,0.166666667,5.0,74.37742114,16.76812396,8.854454898,0.25,100.0,0.25,2.734366353,0.5,125.0,1100.0,0.012
392,90.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,30.0,0.5,4.276457883,0.8,120.0,906.4787134,0.20915
35,40.0,100.0,5.29,100.0,0.0,0.0,0.909090909,100.0,3.0,0.55,0.5,175.0,1100.0,0.03541348
50,80.0,50.0,4.0,85.52915767,0.0,14.47084233,0.33,40.0,0.33,1.282937365,0.5,50.0,1100.0,0.45446
293,30.0,4.0,5.0,85.52915767,0.0,14.47084233,0.25,30.0,0.5,1.282937365,0.5,125.0,1100.0,0.032
209,80.0,40.0,2.89,85.52915767,0.0,14.47084233,0.331638452,40.0,0.53927078,0.27,0.5,175.0,1100.0,0.21337
343,25.0,22.36134449,5.0,76.72992366,2.378541997,15.30031216,1.425,46.1,0.37,1.977711641,0.4,125.0,1100.0,0.0033
335,80.0,20.0,5.0,74.37742114,16.76812396,8.854454898,0.171025803,100.0,0.14081996,2.734366353,3.0,125.0,1100.0,0.714
367,60.0,60.0,25.0,0.0,75.66401816,24.33598184,1.369106679,0.0,1.238964173,2.269920545,0.7,125.0,1100.0,0.07675
554,80.0,300.0,25.0,85.52915767,0.0,14.47084233,0.8,47.0,0.2385,0.1,0.1,175.0,1100.0,0.00952
569,120.0,40.9654027,4.0,51.42857143,0.0,24.59807287,0.176470588,100.0,0.176470588,0.462857143,0.5,175.0,1100.0,0.24577
153,80.0,3.0,1.0,42.76457883,0.0,17.851,0.33,40.0,0.33,0.320734341,0.2,50.0,1100.0,0.0998
300,80.0,2.0,5.0,85.52915767,0.0,14.47084233,0.5,50.0,0.5,2.0,0.3,120.0,870.0,0.4
128,80.0,3.0,1.0,38.48805,0.0,17.7521,0.142857143,40.0,0.333,0.288660375,0.2,50.0,1100.0,0.09994529
85,80.0,25.0,17.64,85.52915767,0.0,14.47084233,0.286056419,57.86464151,0.231387366,2.25,0.8,175.0,1100.0,0.25123
