OT,FR,AA,IR,RU,O,ICA,PT,ICC,AL,CL,MT,EW,CD17
80,25,17.64,85.52915767,0,14.47084233,0.275483208,59.29664324,0.250495304,2.25,0.8,175,1100,0.94602
60,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,0.978
40,1.184692713,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,0.96478
60,49.42071427,25,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.273766479,0.4,125,1100,0.51924
70,100,25,100,0,0,1.067166344,0,3.322640636,2,1,175,1100,0.21353
80,40,1,85.52915767,0,14.47084233,0.25,60,2,1.5,0.5,50,1100,1.30991
80,9.1,5,85.52915767,0,14.47084233,0.052631579,46.7,0.428571429,1.000691145,0.1,25,1100,2.04533
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,0.94636
80,20,5,74.37742114,16.76812396,8.854454898,0.161499397,100,0.12074659,2.734366353,3,125,1100,2.411
25,18.07778353,5,68.32740214,15.40416878,16.26842908,0.111111111,46.1,0.369863014,2.093289273,0.4,125,1100,0.18569
40,20,5,74.37742114,16.76812396,8.854454898,0.255159189,100,0.354998409,2.734366353,3,125,1100,0.79504
80,5,5,75,0,17.61955664,0.25,45.8,0.25,1.75,0.2,50,1100,2.73179
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,909.2903488,1.22284
80,5,5,75,0,17.5,0.13,4.8,0.25,3.97,0.025,50,1100,2.48839
80,117.0671074,50,100,0,0,0.451623962,89.32674769,1.792451155,2,0.4,125,1100,1.39324
80,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,1.09072
100,75,50,100,0,0,0,100,0,0.5,0.25,50,825,2.31552
80,34.05213489,4,100,0,0,0.3333,70,0.3333,0.873,0.7,50,1100,1.37249
90,130.8010375,8,85.52915767,0,14.47084233,0.052631579,40,26.04166667,1.710583153,0.96,125,1100,0.68423
25,18.37904887,5,74.63556851,9.815354713,15.54907677,0.111111111,46.1,0.369863014,2.111273081,0.4,125,1100,0.21618
80,13.93423115,1,51.4286,0,17.0646,0.176470588,20,0.176470588,1.028572,0.5,125,1100,0.23668
80,4,5,74.37742114,16.76812396,8.854454898,0.216438027,30,0.508048208,1.27,0.1,90,1000,1.6078
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.79928
80,2,5.096994823,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1089.811597,0.9719
60,60,25,0,60.3,23.9,0.651617251,30,0.352986376,3,0.7,125,1100,0.07454
90,61.73199448,8,85.52915767,0,14.47084233,0.052631579,40,3.125,1.710583153,0.96,125,1100,0.76272
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.79972
60,60,25,0,75.66401816,24.33598184,1.112402805,0,0.967019948,2.269920545,0.7,125,1100,0.13696
60,270,45.54812639,85.52915767,0,14.47084233,2.073970786,61.07115408,1.791124577,0.256587473,0.5,175,1100,0.58889
60,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.849
80,300,25,85.52915767,0,14.47084233,0.8,47,0.2385,0.1,0.1,175,1100,0.55537
100,75,50,100,0,0,0,100,0,0.25,0.25,50,825,0.11858
60,40,4.5,85.52915767,0,14.47084233,3,1.4,10,2,0.025,50,1100,0.6861
25,0.54385014,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,0.85623
80,5,5,75,0,17.5,0.13,4.8,0.25,1.58,0.025,50,1100,2.46142
80,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.77665
120,15,6.25,85.52915767,0,14.47084233,0.019426246,46.3,0.403187095,0.085529158,0.4,50,1100,3.017
60,45,22.7,85.52915767,0,14.47084233,0.15,40,0.2,0.855291577,0.6,175,1100,0.60547
80,40,5,85.52915767,0,14.47084233,0.67,40,0.67,1.2,0.5,125,1100,1.15025
80,216.0759697,84.77637295,100,0,0,1.052094626,100,3.166666667,0.1,0.796856937,160.7500869,1100,0.78034
90,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,125,1100,1.8988
80,500,29.16,85.52915767,0,14.47084233,1.049165401,100,6.007528044,2.03,1.05,125,1100,0.59156
80,3,1,38.48805,0,17.7521,0.146996111,40,0.317235791,0.288660375,0.2,50,1100,3.50634
30,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,0.79211
60,50,4,85.52915767,0,14.47084233,0.052631579,20,0.428571429,0.38,0.2,50,1100,2.11501
80,1,4.62,100,0,0,0.09375,66.67,0.410094259,0.16,0.6,125,1100,0.94802
60,20,5,74.37742114,16.76812396,8.854454898,0.175165486,100,0.146826524,2.734366353,3,125,1100,1.13867
25,63,4,50,26.30208333,8.333333333,0.72519596,10,0.863294513,2.062026291,0.377212257,125,1100,0.01859478
90,15,4,85.52915767,0,14.47084233,0,46.3,0.373892784,0.224573909,0.4,50.8,1100,1.24321
80,3,1,36.5,0,18.25,0.225238741,40,0.531730458,0.365,0.2,50,1100,1.34444
60,22.65314054,4,85.52915767,0,14.47084233,0.176,40,0.299,0.74838013,1,175,1100,0.30584
80,3,1,38.48805,0,17.7521,0.083333333,40,0.333,0.288660375,0.2,50,1100.320347,3.11824845
60,4.501619343,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,1.50026
80,2,25,85.52915767,0,14.47084233,0.348796808,63.45910565,0.250319708,2.138228942,0.8,175,1100,0.97191
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.086,125,1100,1.89465
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.427561377,0.338609935,0.4,50,1100,1.52683
80,37.56499288,4,0,61.27392967,24.63458319,0.33,40,0.33,2.081839933,0.625464892,125,1100,1.00325
80,200.8792996,75,100,0,0,0.822986315,100,2.359664076,0.2,0.4,175,1100,0.23942
60,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,1.44168
90,43.60864492,4,85.52915767,0,14.47084233,0.176470588,100,0.176470588,0.769762419,0.5,175,1100,0.30866
30,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,0.501
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,3.421166307,0.5,50,1100,1.92364
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,0.427645788,0.5,50,1100,1.1295
80,300,25,85.52915767,0,14.47084233,0.6,47,0.2385,0.1,0.1,175,1100,0.80258
100,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,1.906
100,75,50,100,0,0,0,100,0,0.25,0.25,50,825,0.15248
110,34.15885438,4,51.42857143,0,24.59807287,0.176470588,100,0.176470588,0.462857143,0.5,175,1100,0.9229
60,95,63.5,85.52915767,0,14.47084233,0.15,40,0.2,0.855291577,0.6,175,1100,0.22377
80,41.16415899,14.76826673,85.52915767,0,14.47084233,0.18,40,0.435176247,0.940820734,0.5,175,1100,0.16425
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,0.641468683,0.6,175,1100,0.29284
80,50,25,85.73,0,14.27,0.33,60,0.25,0.013,0.8,175,1100,0.961
80,60,25,0,37.7,23.7,0.556458005,30,0.440651046,3,0.7,125,1100,0.06171
80,50,25,85.52915767,0,14.47084233,0.278863389,60,0.133623675,2.25,0.8,175,1100,1.16975
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,1.282937365,0.5,50,1100,1.75772
80,60,25,0,83.55,16.45,1.166449873,0,0.930610563,2.5065,0.7,125,1100,0.225
80,1,5,74.37742114,16.76812396,8.854454898,0.2,40,0.39,0.34,0.1,90,980,1.92672
90,5.293626408,5.277795674,80.595,0,19.4,0.37724606,30,0.486046373,1.6119,0.6,124.8626084,1100,1.11689
90,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,906.4787134,1.12849
60,270,50.71720836,85.52915767,0,14.47084233,1.593259687,66.99216329,1.396445589,0.256587473,0.5,175,1100,0.70819
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,1.462548596,0.15,125,1100,0.96735
60,100,5.29,100,0,0,4.545454545,100,3,0.55,0.5,175,1100,0.69443128
30,10,20,100,0,0,0.428571429,100,0.428571429,3,1,88,1100,0.34953667
80,7,4,0,75.66401816,24.33598184,0.265524335,40,0.380275882,2.269920545,0.6,125,1100,0.857
100,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,105,1219.5,1.786
25,5,19.52906292,100,0,0,0.462567083,100,0.360291006,2.2,0.8,175,1100,0.14753
80,40,3.645,66.86367932,0,11.13280261,0.33,40,0.33,2.5,0.5,175,1100,0.34508
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,918.6766929,1.23577
40,100,5.29,100,0,0,0,100,3,0.55,0.5,175,1100,0.11634964
60,65.94589259,25,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.486060892,0.4,175,1100,0.31688
40,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,1.00212
80,146.1316266,50,62.57142857,0,21.24655633,0.517763389,59.061825,1.501483537,1.251428571,0.4,125,1100,0.74981
60,60,25,0,83.55,16.45,1.126928022,0,0.944699498,2.5065,0.7,125,1100,0.177
80,2,5.14045926,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1092.791857,0.9357
25,63,4,74.37742114,16.76812396,8.854454898,0.73255738,10,0.8805082,2.319046959,0.352136828,125,1100,0.01227464
120,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,1.245
60,270,48.46351845,85.52915767,0,14.47084233,2.150691132,59.34613525,1.812971149,0.256587473,0.5,175,1100,0.54388
80,40,5,85.52915767,0,14.47084233,0.67,40,0.67,0.2,0.5,125,1100,0.91558
80,189.3464015,50,85.52915767,0,14.47084233,0.686277253,100,4.751331359,4,4,254,1100,0.34206
70,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,1.6054
80,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.1,90,980,1.92799
40,60,25,0,60.3,23.9,0.649367093,30,0.360181846,3,0.7,125,1100,0.0346
50,300,25,85.52915767,0,14.47084233,0.15,100,0.15,2.56587473,0.2,175,1100,0.67562
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,0.607257019,0.25,125,1100,0.96735
80,112.2360681,50,21.42857143,0,33.62138663,0.589995467,65.19172916,1.40445547,0.428571429,0.4,125,1100,1.25153
40,60,25,0,75.66401816,24.33598184,0.939546062,0,0.915370663,2.269920545,0.7,125,1100,0.10242
40,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,0.897
90,15,6.25,85.52915767,0,14.47084233,0.024426311,46.3,0.408384648,0.085529158,0.4,50,1100,1.535
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.032,125,1100,1.05184
120,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,70,206.185567,1.556
80,7,4,0,30.35461078,22.62905869,0.279346868,40,0.400496475,0.910638323,0.6,125,1100,0.915
80,37.15180574,25,85.52915767,0,14.47084233,0.245108279,100,0.304832613,0.855291577,0.3,125,1100,1.12197
40,0.836984731,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,1.12829
50,60,25,0,60.3,23.9,0.623635245,30,0.363860848,3,0.7,125,1100,0.05212
40,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,0.85626
60,4,11.34578027,25.6587473,0,32.341,0.5,30,0.5,0.256587473,1,125,1100,0.10885
80,150,7,34.21166307,0,5.788336933,1.506886673,100,6.718206329,0.547386609,4,125,1100,0.5048
25,300,5,85.52915767,0,14.47084233,0.522031656,40,5.254507803,2.56587473,0.4,125,1100,0.00561
120,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,960.7222459,0.46166
80,20,5,74.37742114,16.76812396,8.854454898,0.158284189,100,0.119913557,2.734366353,3,125,1100,1.49197
60,1800,160,100,0,0,0.4,40,0.6,1.5,0.4,125,1100,0.852
60,33,25,85.52915767,0,14.47084233,0.352622458,100,0.304951422,1.702030238,1.31,175,1100,1.2363
80,3,1,42.76457883,0,17.851,0.33,40,0.33,0.320734341,0.2,50,1100,2.46792
80,75,50,100,0,0,0,100,0,0.25,0.25,50,825,2.17371
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,0.91733
60,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,1.271
80,7,4,0,39.10927536,22.95889891,0.299340305,40,0.472441305,1.173278261,0.6,125,1100,0.929
70,60,25,0,75.66401816,24.33598184,1.394211044,0,1.371145954,2.269920545,0.7,125,1100,0.40526
80,40,3.645,34.28571429,0,16.02060897,0.318160019,40,0.236312215,0.342857143,0.5,175,1100,0.37005
50,5.629181396,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,1.21365
60,40,2.89,85.52915767,0,14.47084233,1.07748381,40,1.377804373,0.27,0.5,175,1100,0.73409
90,-0.703371295,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,0.84955
80,19.87895898,5,59,0,16,0.6,40,1.5,0.59,0.4,125,1100,1.05476
30,7.231529218,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,0.35659
80,40,4,85.52915767,0,14.47084233,0.1,60,0.28,1.282937365,0.3,115,360,2.0057
80,40,3.645,34.61,48.47,16.92,0.409308137,40,0.430455139,2.077,0.5,175,1100,1.22987
30,10,20,100,0,0,0.428571429,100,0.428571429,2,1,88,1100,0.363842
80,4,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,0.3,0.1,50,980,2.41542
80,11.42418465,8,17.14285714,0,13.09596686,0.052631579,20,0.331245219,0.018857143,0.299019417,50,1100,1.68713
90,9.034463458,4.640843403,80.595,0,19.4,0.319560927,30,0.484654773,1.6119,0.6,124.8885358,1100,1.05518
60,60,25,0,75.66401816,24.33598184,1.369106679,0,1.238964173,2.269920545,0.7,125,1100,0.34954
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,0.641468683,0.6,175,1100,0.51565
25,29.54840386,1,85.73,0,14.27,0.176470588,20,0.176470588,1.7146,0.5,125,1100,0.26717
80,40,5,85.52915767,0,14.47084233,0.67,40,0.67,0.2,0.5,125,1100,0.56111
80,5,5,75,0,17.61955664,0.25,45.8,0.25,1.75,0.2,50,1100,2.50814
80,50,4,85.52915767,0,14.47084233,0.25,20,0.428571429,0.38,0.2,50,1100,2.23899
60,18.4106625,4,85.52915767,0,14.47084233,0.176,40,0.299,0.74838013,1,175,1100,0.58433
80,68.19816646,15.06164193,85.52915767,0,14.47084233,1.666666667,20,1.304913997,0.256587473,0.742630275,175,1100,0.90533831
40,100,5.29,100,0,0,4.545454545,100,3,0.55,0.5,175,1100,0.50232918
80,164.0100052,63.49363399,90.5,0,0,1.262861313,100,3.166666667,0.1,0.64527732,118.983882,1100,1.66209
80,300,25,85.52915767,0,14.47084233,0.3,47,0.2385,0.1,0.1,175,1100,1.2716
28,60,25,0,60.3,23.9,0.661053715,30,0.380369801,3,0.7,125,1100,0.00566
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,0.342116631,0.25,125,1100,0.8513
70,4,10.63367693,25.6587473,0,32.341,0.5,30,0.5,0.256587473,1,125,1100,0.12001
30,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,0.54745
80,40,3.645,51.42857143,0,15.97069593,0.283960741,40,0.324856585,0.514285714,0.5,175,1100,0.49162
40,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,0.651
80,1.5,5,40,0,0,0.281176263,46,0.546633737,0.4,0.184,50,1100,0.74615
60,79.57353151,25,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,1.227587835,0.4,175,1100,0.41181
90,15,4,85.52915767,0,14.47084233,0,46.3,0.438682321,0.462011404,0.4,50.8,1100,0.83007
80,133.8868696,50,74.57142857,0,17.63723082,0.52331276,56.65162919,1.630061366,1.491428571,0.4,125,1100,0.93685
30,6.795267144,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,0.58209
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.57162082,2.305618056,0.4,50,1100,0.69631
90,8.988187269,5.181006485,80.595,0,19.4,0.363278133,30,0.485953041,1.6119,0.6,122.8596877,1100,1.1375
55,40.11437804,8,68.33,15.4,16.27,0.416568174,40,0.255521318,2.5119,0.6,175,1100,0.34885
80,250,86,50,0,0,0,50,0,0.15,0.15,175,1100,0.72662
80,40,3.645,34.28571429,0,15.0234511,0.336870784,40,0.269741992,0.342857143,0.5,175,1100,0.31677
80,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,924.7552906,0.95546
80,25,17.64,85.52915767,0,14.47084233,0.336689866,57.25484701,0.230980813,2.25,0.8,175,1100,1.35213
80,177.3537945,46.44061618,85.52915767,0,14.47084233,1.25,20,2.695305855,0.342116631,0.716088856,175,1100,0.89151286
80,6,1,100,0,0,0.319707965,0,1.216631476,2,0,125,1100,0.2649
30,21.20177116,10.99479906,80.595,0,19.4,0.698133711,30,0.386906671,1.6119,0.6,123.4933406,1100,0.35713
40,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.395
60,270,45.3593416,85.52915767,0,14.47084233,2.253014729,57.95189289,1.693547103,0.256587473,0.5,175,1100,0.52433
80,5,5,75,0,17.5,0.13,4.8,0.25,0.2,0.025,50,1100,0.84102
80,40,3.645,85.71428571,0,14.28571429,0.583695267,40,0.477445702,0.857142857,0.5,175,1100,0.46435
90,122.8661049,8,85.52915767,0,14.47084233,0.052631579,40,16.66666667,1.710583153,0.96,125,1100,0.87297
60,95,63.5,85.52915767,0,14.47084233,0.15,40,0.2,0.829632829,0.6,175,1100,0.44494
90,4.41005401,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,2.7118
80,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.87
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.1,125,1100,1.04232
80,50,5,52.87553066,0,16.94728547,0.33,70,0.33,0.79313296,0.57,125,1100,1.44713
60,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,1.45309
25,22.36134449,5,76.72992366,2.378541997,15.30031216,1.425,46.1,0.37,1.977711641,0.4,125,1100,0.08815
80,40,3.645,59.70877787,0,9.941511515,0.33,40,0.33,2.5,0.5,175,1100,0.293
80,40,4,85.52915767,0,14.47084233,0.1,60,0.28,1.282937365,0.3,115,360,1.01149
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,0.855291577,0.5,50,1100,1.42634
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,2.56587473,0.5,50,1100,2.27457
90,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,2.14533
60,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,0.8064
80,25,17.64,85.52915767,0,14.47084233,0.348193311,60.56907602,0.26292885,2.25,0.8,175,1100,1.02906
50,32.8446522,1,85.73,0,14.27,0.176470588,20,0.176470588,1.7146,0.5,125,1100,0.5149
30,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,0.76755
80,50,4,85.52915767,0,14.47084233,0.428571429,20,0.428571429,0.38,0.2,50,1100,1.74647
70,11.050558,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,1.43602
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,3.421166307,0.2,50,1100,2.00022
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.051,125,1100,1.14842
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.550215476,0.086718013,0.4,50,1100,0.44347
70,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,1.427
80,60,25,0,14.7,23.4,0.566178695,30,0.438359376,3,0.7,125,1100,0.00517
80,50,25,0,75.9,24.1,0.432355306,30,0.551156983,3,0.7,125,1100,0.83069
60,55.44484811,25,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,1.227587835,0.4,175,1100,0.51362
80,50,25,85.73,0,14.27,0.33,60,0.25,0,0.8,175,1100,0.716
60,2,25,85.52915767,0,14.47084233,0.361332014,62.14057076,0.240665267,2.138228942,0.8,175,1100,0.69569
60,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,1.32658
120,40.9654027,4,51.42857143,0,24.59807287,0.176470588,100,0.176470588,0.462857143,0.5,175,1100,1.13053
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,3.421166307,0.05,50,1100,1.65038
100,75,50,100,0,0,0,100,0,0.25,0.25,50,825,2.02485
60,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,1.28
80,40.84253457,25,74.37742114,16.76812396,8.854454898,0.43,40,0.33,0.911455451,0.4,50,1100,0.85829
90,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,1.86112
70,3.070466907,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,2.0144
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,1.61873
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,1.214514039,0.6,175,1100,0.72402
80,46.54984771,4,0,75.66401816,24.33598184,0.33,40,0.33,1.930846742,0.549794743,125,1100,1.50067
60,4,6.974660224,40,0,22.87544371,0.5,30,0.5,0.4,1,125,1100,0.17403
20,20,5,74.37742114,16.76812396,8.854454898,0.267789667,100,0.419134153,2.734366353,3,125,1100,0.40423
80,300,25,85.52915767,0,14.47084233,0.1,47,0.2385,0.1,0.1,175,1100,1.19877
20,40,5,74.37742114,16.76812396,8.854454898,0.53281198,100,1.035837366,2.734366353,3,125,1100,0.14707
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.566669369,0.02736933,0.4,50,1100,0.32389
60,12.7087867,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,1.19793
80,12.94077278,5,59,0,16,0.4,40,0,0.885,0.4,125,1100,0.94488
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,3.421166307,2,50,1100,2.27999
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,0.085529158,0.25,125,1100,0.51747
50,100,5.29,100,0,0,2.727272727,100,3,0.55,0.5,175,1100,0.74215042
80,20,5,74.37742114,16.76812396,8.854454898,0.169105913,100,0.133238398,2.734366353,3,125,1100,2.512
30,60,25,0,75.66401816,24.33598184,0.923948621,0,0.894820447,2.269920545,0.7,125,1100,0.08733
120,15,6.25,85.52915767,0,14.47084233,0.019426246,46.3,0.403187095,0.085529158,0.4,50,1100,3.103
60,68.38514115,25,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.273766479,0.4,175,1100,0.32225
60,45,22.7,85.52915767,0,14.47084233,0.15,40,0.2,2.993520518,0.6,175,1100,0.16019
30,10,20,100,0,0,0.428571429,100,0.428571429,1.5,1,50,1100,0.44263
25,3,16.39935154,100,0,0,0.474476317,100,0.408802739,2.2,0.8,175,1100,0.14041
80,107.2756895,25,85.52915767,0,14.47084233,1,100,1,0.348205152,0.55759543,184.4523983,1100,0.59331638
56,2,25,85.52915767,0,14.47084233,0.41609371,61.73340883,0.303549883,2.138228942,0.8,175,1100,0.76861
30,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,0.69579
80,25,17.64,85.52915767,0,14.47084233,0.176470588,60,0.176470588,1.881641469,0.8,175,1100,1.15888
80,3,1,38.48805,0,17.7521,0.142857143,40,0.333,0.288660375,0.2,50,1100,1.72135836
80,3,1,85.73,0,14.27,0.180901252,40,0.395001104,0.8573,0.2,50,1100,1.58244
80,40,3.645,34.61,48.47,16.92,0.409308137,40,0.430455139,2.077,0.5,175,1100,1.22987
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,1.710583153,0.5,50,1100,2.06183
80,25,17.64,85.52915767,0,14.47084233,0.286056419,57.86464151,0.231387366,2.25,0.8,175,1100,1.35213
80,50,25,85.52915767,0,14.47084233,0.262323088,100,0.143781181,2.5,0.8,175,1100,1.028
80,40,3.645,34.28571429,0,15.33368323,0.394818831,40,0.253866368,0.342857143,0.5,175,1100,0.40556
25,100,5,85.52915767,0,14.47084233,0.530536545,40,2.67583947,2.56587473,0.4,125,1100,0.00594
70,60,25,0,60.3,23.9,0.598379712,30,0.455016189,3,0.7,125,1100,0.09859
80,40,3.645,0,75.66401816,24.33598184,0.419722608,40,0.450187228,1.891600454,0.5,175,1100,0.95576
80,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,125,1100,1.149
60,45,22.7,85.52915767,0,14.47084233,0.15,40,0.2,0.855291577,0.6,175,1100,0.45398
60,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.1,90,980,1.41475
80,18.36534503,5,59,0,16,1.25,40,1.5,0.5,0.4,125,1100,0.94179
80,3,1,38.48805,0,17.7521,0.111111111,40,0.333,0.288660375,0.2,50,1100.780395,3.82498555
80,24.50004932,25,85.52915767,0,14.47084233,0.404431954,60,0.292801158,1.881641469,0.8,175,1100,0.117
80,25.7542622,8,85.52915767,0,14.47084233,0.052631579,20,0.332386614,0.179611231,0.245296397,50,1100,1.50213
50,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,1.17186
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,1.51882
40,8.912526762,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,0.75327
90,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.68085
80,3,1,38.48805,0,17.7521,0.160804695,40,0.317185376,0.288660375,0.2,50,1100,2.8105
80,50,4,85.52915767,0,14.47084233,0.111111111,20,0.428571429,0.38,0.2,50,1100,2.42551
80,3.33,6.25,84.5,0,15.5,0.24,45.01864041,0.428571429,1.69,2,125,1100,1.37089
80,0.1,6.76,85.52915767,0,14.47084233,0.505126236,30,0.683573239,3.421166307,1.8,175,1100,0.68651
80,5,5,75,0,16.34506214,0.388888889,46.7,0.6,2,0.35,50,1100,2.00267
25,20.66890642,5,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,2.045979726,0.4,125,1100,0.09687
80,3,1,38.48805,0,17.7521,0.142857143,40,0.333,0.288660375,0.2,50,1099.293143,2.96431415
62,2,25,85.52915767,0,14.47084233,0.459179103,65.6723106,0.279702178,2.138228942,0.8,175,1100,0.82116
27.5,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,0.304
80,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,1.85364
80,77.42553304,19.99378136,85.52915767,0,14.47084233,2.5,20,1.384231215,0.171058315,0.738396482,175,1100,0.92791989
110,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,901.8686384,1.25983
