"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"FR","O",4.11797900262467,241,"O:FR",2.92
"FR","OT",2.14984251968504,377,"OT:FR",2.92
"FR","PT",4.08979002624672,239,"PT:FR",2.92
"FR","RU",3.84125693356341,242,"RU:FR",2.92
"ICA","AA",3.27146325459318,292,"AA:ICA",1.91
"ICA","AL",3.10469816272966,287,"AL:ICA",1.91
"ICA","CL",2.7742782152231,325,"CL:ICA",1.91
"ICA","EW",3.99283820678194,219,"EW:ICA",1.91
"ICA","FR",3.71895669291339,268,"FR:ICA",1.91
"ICA","ICA",3.1737467191601,324,"ICA:ICA",1.91
"ICA","ICC",3.2842125984252,302,"ICC:ICA",1.91
"ICA","IR",3.16383478380992,290,"IR:ICA",1.91
"ICA","MT",1.8905249343832,369,"MT:ICA",1.91
"ICA","O",3.43821522309711,269,"O:ICA",1.91
"ICA","OT",1.77928477690289,374,"OT:ICA",1.91
"ICA","PT",3.01304461942257,287,"PT:ICA",1.91
"ICA","RU",3.27414929556979,266,"RU:ICA",1.91
"ICC","AA",3.71850393700787,281,"AA:ICC",2.78
"ICC","AL",3.49887139107612,259,"AL:ICC",2.78
"ICC","CL",3.50262467191601,300,"CL:ICC",2.78
"ICC","EW",4.17400651551722,204,"EW:ICC",2.78
"ICC","FR",3.90981627296588,269,"FR:ICC",2.78
"ICC","ICA",2.85246062992126,336,"ICA:ICC",2.78
"ICC","ICC",3.73208661417323,286,"ICC:ICC",2.78
"ICC","IR",3.70516843289326,272,"IR:ICC",2.78
"ICC","MT",2.26567585301837,358,"MT:ICC",2.78
"ICC","O",3.7184842519685,260,"O:ICC",2.78
"ICC","OT",2.16582677165354,373,"OT:ICC",2.78
"ICC","PT",3.59266404199475,270,"PT:ICC",2.78
"ICC","RU",3.48838070304184,267,"RU:ICC",2.78
"IR","AA",4.99530183727034,225,"AA:IR",3.199925
"IR","AL",4.79834645669291,199,"AL:IR",3.199925
"IR","CL",4.8989501312336,250,"CL:IR",3.199925
"IR","EW",4.94409053139714,163,"EW:IR",3.199925
"IR","FR",5.02893700787402,211,"FR:IR",3.199925
"IR","ICA",4.45827427821522,278,"ICA:IR",3.199925
"IR","ICC",4.90354330708661,231,"ICC:IR",3.199925
"IR","IR",5.38730684980167,195,"IR:IR",3.199925
"IR","MT",3.89225065616798,328,"MT:IR",3.199925
"IR","O",5.10274934383202,194,"O:IR",3.199925
"IR","OT",3.10783464566929,355,"OT:IR",3.199925
"IR","PT",4.99523622047244,194,"PT:IR",3.199925
"IR","RU",4.96666600554024,187,"RU:IR",3.199925
"MT","AA",4.66837270341207,241,"AA:MT",1.8575
"MT","AL",4.99166666666667,186,"AL:MT",1.8575
"MT","CL",5.26902887139108,230,"CL:MT",1.8575
"MT","EW",5.02461124520239,156,"EW:MT",1.8575
"MT","FR",4.78866797900262,220,"FR:MT",1.8575
"MT","ICA",4.53925196850394,275,"ICA:MT",1.8575
"MT","ICC",5.01551181102362,227,"ICC:MT",1.8575
"MT","IR",5.17522151836284,205,"IR:MT",1.8575
"MT","MT",4.98318897637795,315,"MT:MT",1.8575
"MT","O",5.08343832020997,193,"O:MT",1.8575
"MT","OT",3.11307742782152,344,"OT:MT",1.8575
"MT","PT",5.2294750656168,195,"PT:MT",1.8575
"MT","RU",5.19372987696437,183,"RU:MT",1.8575
"O","AA",4.73621391076115,240,"AA:O",3.2425
"O","AL",4.7105905511811,200,"AL:O",3.2425
"O","CL",4.6246719160105,259,"CL:O",3.2425
"O","EW",4.81988683575357,156,"EW:O",3.2425
"O","FR",4.77560367454068,227,"FR:O",3.2425
"O","ICA",4.41280839895013,285,"ICA:O",3.2425
"O","ICC",4.67765091863517,242,"ICC:O",3.2425
"O","IR",4.97432557772384,208,"IR:O",3.2425
"O","MT",3.44979658792651,338,"MT:O",3.2425
"O","O",5.0103280839895,199,"O:O",3.2425
"O","OT",2.83534776902887,358,"OT:O",3.2425
"O","PT",4.6544094488189,215,"PT:O",3.2425
"O","RU",4.68599800339819,208,"RU:O",3.2425
"OT","AA",3.69345800524934,284,"AA:OT",1.215
"OT","AL",3.28124671916011,268,"AL:OT",1.215
"OT","CL",3.38188976377953,302,"CL:OT",1.215
"OT","EW",3.41708542713568,236,"EW:OT",1.215
"OT","FR",3.21667979002625,287,"FR:OT",1.215
"OT","ICA",2.73195538057743,331,"ICA:OT",1.215
"OT","ICC",3.42985564304462,296,"ICC:OT",1.215
"OT","IR",3.46942158545971,271,"IR:OT",1.215
"OT","MT",2.50227690288714,352,"MT:OT",1.215
"OT","O",3.55219160104987,259,"O:OT",1.215
"OT","OT",1.62729658792651,381,"OT:OT",1.215
"OT","PT",3.69384514435696,260,"PT:OT",1.215
"OT","RU",3.41267511586241,256,"RU:OT",1.215
"PT","AA",4.40501312335958,265,"AA:PT",3.1125
"PT","AL",4.22763779527559,223,"AL:PT",3.1125
"PT","CL",4.50393700787402,275,"CL:PT",3.1125
"PT","EW",4.76993893351271,174,"EW:PT",3.1125
"PT","FR",4.45214566929134,242,"FR:PT",3.1125
"PT","ICA",4.21187007874016,294,"ICA:PT",3.1125
"PT","ICC",4.29868766404199,261,"ICC:PT",3.1125
"PT","IR",4.59791210309238,238,"IR:PT",3.1125
"PT","MT",3.07165354330709,341,"MT:PT",3.1125
"PT","O",4.29739501312336,242,"O:PT",3.1125
"PT","OT",2.52683727034121,371,"OT:PT",3.1125
"PT","PT",5.15062992125984,203,"PT:PT",3.1125
"PT","RU",4.57179502436251,212,"RU:PT",3.1125
"RU","AA",6.1632874015748,166,"AA:RU",3.732275
"RU","AL",5.51125984251969,147,"AL:RU",3.732275
"RU","CL",6.35301837270341,184,"CL:RU",3.732275
"RU","EW",5.65655046887983,95,"EW:RU",3.732275
"RU","FR",5.49326771653543,183,"FR:RU",3.732275
"RU","ICA",5.69007874015748,237,"ICA:RU",3.732275
"RU","ICC",6.24889763779528,179,"ICC:RU",3.732275
"RU","IR",6.16809740887652,148,"IR:RU",3.732275
"RU","MT",4.59212598425197,301,"MT:RU",3.732275
"RU","O",5.89946850393701,134,"O:RU",3.732275
"RU","OT",4.70980971128609,306,"OT:RU",3.732275
"RU","PT",5.62043307086614,154,"PT:RU",3.732275
"RU","RU",6.21806594074985,87,"RU:RU",3.732275
