"rules","support","confidence","coverage","lift","count"
"{ICA>1.5} => {PRESS=1}",0.0414507772020725,0.8,0.0518134715025907,0.937651821862348,24
"{TEMP>100} => {2<PRESS<=3}",0.0397236614853195,0.741935483870968,0.0535405872193437,8.76695194206715,23
"{2<PRESS<=3} => {TEMP>100}",0.0397236614853195,0.469387755102041,0.0846286701208981,8.76695194206715,23
"{TEMP>100} => {0.4<ICC<=0.5}",0.0379965457685665,0.709677419354839,0.0535405872193437,2.49032258064516,22
"{TEMP>100} => {AL>1.5}",0.0310880829015544,0.580645161290323,0.0535405872193437,1.48102884752025,18
"{TEMP>100} => {85<IR<100}",0.0466321243523316,0.870967741935484,0.0535405872193437,2.03342872008325,27
"{TEMP>100} => {0<O<=15}",0.0466321243523316,0.870967741935484,0.0535405872193437,1.37035413744741,27
"{TEMP>100} => {RU FREE}",0.0535405872193437,1,0.0535405872193437,1.39518072289157,31
"{TEMP>100} => {1000<EW<=1100}",0.0328151986183074,0.612903225806452,0.0535405872193437,0.812061711079944,19
"{0<ICA<=0.1} => {25<MEMBRANE<=50}",0.0310880829015544,0.545454545454545,0.0569948186528497,2.87107438016529,18
"{0<ICA<=0.1} => {5<AA<=25}",0.0328151986183074,0.575757575757576,0.0569948186528497,1.72727272727273,19
"{0<ICA<=0.1} => {85<IR<100}",0.0449050086355786,0.787878787878788,0.0569948186528497,1.83944281524927,26
"{0<ICA<=0.1} => {70<TEMP<=80}",0.0310880829015544,0.545454545454545,0.0569948186528497,1.17842605156038,18
"{0<ICA<=0.1} => {QUALIFIED}",0.0431778929188256,0.757575757575758,0.0569948186528497,1.33324122685825,25
"{0<ICA<=0.1} => {0<O<=15}",0.0500863557858377,0.878787878787879,0.0569948186528497,1.3826581027668,29
"{0<ICA<=0.1} => {RU FREE}",0.0569948186528497,1,0.0569948186528497,1.39518072289157,33
"{0<ICA<=0.1} => {1000<EW<=1100}",0.0518134715025907,0.909090909090909,0.0569948186528497,1.20449344705638,30
"{0<ICA<=0.1} => {PRESS=1}",0.0483592400690846,0.848484848484849,0.0569948186528497,0.994479205005521,28
"{60<PT<100} => {AA>25}",0.0310880829015544,0.5,0.0621761658031088,4.66935483870968,18
"{AA>25} => {60<PT<100}",0.0310880829015544,0.290322580645161,0.107081174438687,4.66935483870968,18
"{60<PT<100} => {AL<=0.25}",0.0328151986183074,0.527777777777778,0.0621761658031088,3.21666666666667,19
"{AL<=0.25} => {60<PT<100}",0.0328151986183074,0.2,0.164075993091537,3.21666666666667,19
"{60<PT<100} => {125<MEMBRANE<=175}",0.0414507772020725,0.666666666666667,0.0621761658031088,2.77697841726619,24
"{60<PT<100} => {CL>0.5}",0.0310880829015544,0.5,0.0621761658031088,1.35915492957746,18
"{60<PT<100} => {85<IR<100}",0.0414507772020725,0.666666666666667,0.0621761658031088,1.55645161290323,24
"{60<PT<100} => {DISQUALIFIED}",0.0345423143350604,0.555555555555556,0.0621761658031088,1.28666666666667,20
"{60<PT<100} => {FR>24}",0.0449050086355786,0.722222222222222,0.0621761658031088,1.6660026560425,26
"{60<PT<100} => {0<O<=15}",0.0431778929188256,0.694444444444444,0.0621761658031088,1.09261775362319,25
"{60<PT<100} => {RU FREE}",0.0604490500863558,0.972222222222222,0.0621761658031088,1.35642570281124,35
"{60<PT<100} => {1000<EW<=1100}",0.0621761658031088,1,0.0621761658031088,1.32494279176201,36
"{60<PT<100} => {PRESS=1}",0.0569948186528497,0.916666666666667,0.0621761658031088,1.07439271255061,33
"{IR FREE} => {0.75<ICA<1.5}",0.0328151986183074,0.513513513513513,0.0639032815198618,5.6098929117797,19
"{0.75<ICA<1.5} => {IR FREE}",0.0328151986183074,0.358490566037736,0.0915371329879102,5.6098929117797,19
"{IR FREE} => {15<O<=25}",0.0621761658031088,0.972972972972973,0.0639032815198618,4.94167852062589,36
"{15<O<=25} => {IR FREE}",0.0621761658031088,0.315789473684211,0.196891191709845,4.94167852062589,36
"{IR FREE} => {5<AA<=25}",0.0500863557858377,0.783783783783784,0.0639032815198618,2.35135135135135,29
"{IR FREE} => {CL>0.5}",0.0569948186528497,0.891891891891892,0.0639032815198618,2.42443852303007,33
"{IR FREE} => {AL>1.5}",0.0569948186528497,0.891891891891892,0.0639032815198618,2.27491368020002,33
"{IR FREE} => {DISQUALIFIED}",0.0604490500863558,0.945945945945946,0.0639032815198618,2.19081081081081,35
"{IR FREE} => {FR>24}",0.0569948186528497,0.891891891891892,0.0639032815198618,2.05739205340799,33
"{IR FREE} => {20<PT<=40}",0.0310880829015544,0.486486486486487,0.0639032815198618,1.08336798336798,18
"{IR FREE} => {50<MEMBRANE<=125}",0.0604490500863558,0.945945945945946,0.0639032815198618,1.7062389492296,35
"{IR FREE} => {1000<EW<=1100}",0.0639032815198618,1,0.0639032815198618,1.32494279176201,37
"{IR FREE} => {PRESS=1}",0.0639032815198618,1,0.0639032815198618,1.17206477732794,37
"{0.5<ICA<=0.75} => {5<AA<=25}",0.0328151986183074,0.513513513513513,0.0639032815198618,1.54054054054054,19
"{0.5<ICA<=0.75} => {CL>0.5}",0.0362694300518135,0.567567567567568,0.0639032815198618,1.5428245146555,21
"{0.5<ICA<=0.75} => {AL>1.5}",0.0345423143350604,0.540540540540541,0.0639032815198618,1.37873556375759,20
"{0.5<ICA<=0.75} => {DISQUALIFIED}",0.0414507772020725,0.648648648648649,0.0639032815198618,1.50227027027027,24
"{0.5<ICA<=0.75} => {FR>24}",0.0466321243523316,0.72972972972973,0.0639032815198618,1.68332077097017,27
"{0.5<ICA<=0.75} => {20<PT<=40}",0.0328151986183074,0.513513513513513,0.0639032815198618,1.14355509355509,19
"{0.5<ICA<=0.75} => {70<TEMP<=80}",0.0310880829015544,0.486486486486487,0.0639032815198618,1.05102864058088,18
"{0.5<ICA<=0.75} => {50<MEMBRANE<=125}",0.0535405872193437,0.837837837837838,0.0639032815198618,1.51124021217479,31
"{0.5<ICA<=0.75} => {RU FREE}",0.0431778929188256,0.675675675675676,0.0639032815198618,0.942689677629437,25
"{0.5<ICA<=0.75} => {1000<EW<=1100}",0.0639032815198618,1,0.0639032815198618,1.32494279176201,37
"{0.5<ICA<=0.75} => {PRESS=1}",0.0604490500863558,0.945945945945946,0.0639032815198618,1.1087099244994,35
"{0.75<AL<=1} => {0.25<CL<=0.5}",0.0345423143350604,0.526315789473684,0.0656303972366149,1.57894736842105,20
"{0.75<AL<=1} => {85<IR<100}",0.0397236614853195,0.605263157894737,0.0656303972366148,1.41309422750424,23
"{0.75<AL<=1} => {DISQUALIFIED}",0.0328151986183074,0.5,0.0656303972366149,1.158,19
"{0.75<AL<=1} => {FR>24}",0.0466321243523316,0.710526315789474,0.0656303972366149,1.63902285594464,27
"{0.75<AL<=1} => {70<TEMP<=80}",0.0310880829015544,0.473684210526316,0.0656303972366149,1.02336999214454,18
"{0.75<AL<=1} => {QUALIFIED}",0.0328151986183074,0.5,0.0656303972366149,0.879939209726444,19
"{0.75<AL<=1} => {0<O<=15}",0.0414507772020725,0.631578947368421,0.0656303972366149,0.99370709382151,24
"{0.75<AL<=1} => {RU FREE}",0.0621761658031088,0.947368421052632,0.0656303972366149,1.32175015852885,36
"{0.75<AL<=1} => {1000<EW<=1100}",0.0639032815198618,0.973684210526316,0.0656303972366148,1.29007587618933,37
"{0.75<AL<=1} => {PRESS=1}",0.0552677029360967,0.842105263157895,0.0656303972366149,0.98700191774984,32
"{1<ICC<=2} => {AA>25}",0.0362694300518135,0.525,0.0690846286701209,4.90282258064516,21
"{AA>25} => {1<ICC<=2}",0.0362694300518135,0.338709677419355,0.107081174438687,4.90282258064516,21
"{1<ICC<=2} => {AL<=0.25}",0.0328151986183074,0.475,0.0690846286701209,2.895,19
"{AL<=0.25} => {1<ICC<=2}",0.0328151986183074,0.2,0.164075993091537,2.895,19
"{1<ICC<=2} => {125<MEMBRANE<=175}",0.0345423143350604,0.5,0.0690846286701209,2.08273381294964,20
"{1<ICC<=2} => {0.25<CL<=0.5}",0.0483592400690846,0.7,0.0690846286701209,2.1,28
"{1<ICC<=2} => {85<IR<100}",0.0414507772020725,0.6,0.0690846286701209,1.4008064516129,24
"{1<ICC<=2} => {DISQUALIFIED}",0.0518134715025907,0.75,0.0690846286701209,1.737,30
"{1<ICC<=2} => {FR>24}",0.0569948186528497,0.825,0.0690846286701209,1.90308764940239,33
"{1<ICC<=2} => {70<TEMP<=80}",0.0345423143350604,0.5,0.0690846286701209,1.08022388059702,20
"{1<ICC<=2} => {0<O<=15}",0.0431778929188256,0.625,0.0690846286701209,0.98335597826087,25
"{1<ICC<=2} => {RU FREE}",0.0621761658031088,0.9,0.0690846286701209,1.25566265060241,36
"{1<ICC<=2} => {1000<EW<=1100}",0.0690846286701209,1,0.0690846286701209,1.32494279176201,40
"{1<ICC<=2} => {PRESS=1}",0.0690846286701209,1,0.0690846286701209,1.17206477732794,40
"{25<IR<=50} => {0.25<AL<=0.5}",0.0397236614853195,0.560975609756098,0.0708117443868739,3.34850389741011,23
"{0.25<AL<=0.5} => {25<IR<=50}",0.0397236614853195,0.237113402061856,0.167530224525043,3.34850389741011,23
"{25<IR<=50} => {25<MEMBRANE<=50}",0.0414507772020725,0.585365853658537,0.0708117443868739,3.08115299334811,24
"{25<MEMBRANE<=50} => {25<IR<=50}",0.0414507772020725,0.218181818181818,0.189982728842832,3.08115299334812,24
"{25<IR<=50} => {15<O<=25}",0.0397236614853195,0.560975609756098,0.0708117443868739,2.84916559691913,23
"{15<O<=25} => {25<IR<=50}",0.0397236614853195,0.201754385964912,0.196891191709845,2.84916559691913,23
"{25<IR<=50} => {0.3<ICC<=0.4}",0.0345423143350604,0.48780487804878,0.0708117443868739,2.20655487804878,20
"{25<IR<=50} => {0<CL<=0.25}",0.0431778929188256,0.609756097560976,0.0708117443868739,2.05260918888259,25
"{25<IR<=50} => {20<PT<=40}",0.0569948186528497,0.804878048780488,0.0708117443868739,1.79240150093809,33
"{25<IR<=50} => {70<TEMP<=80}",0.0483592400690846,0.682926829268293,0.0708117443868739,1.47542773935202,28
"{25<IR<=50} => {AA<=5}",0.0552677029360967,0.780487804878049,0.0708117443868739,1.39907875858944,32
"{25<IR<=50} => {QUALIFIED}",0.0431778929188256,0.609756097560976,0.0708117443868739,1.07309659722737,25
"{25<IR<=50} => {RU FREE}",0.0518134715025907,0.731707317073171,0.0708117443868739,1.02086394357919,30
"{25<IR<=50} => {1000<EW<=1100}",0.0535405872193437,0.75609756097561,0.0708117443868739,1.00178601328347,31
"{25<IR<=50} => {PRESS=1}",0.0708117443868739,1,0.0708117443868739,1.17206477732794,41
"{0<PT<=20} => {25<MEMBRANE<=50}",0.0362694300518135,0.5,0.0725388601036269,2.63181818181818,21
"{0<PT<=20} => {0<CL<=0.25}",0.0310880829015544,0.428571428571429,0.072538860103627,1.44269102990033,18
"{0<PT<=20} => {0.25<CL<=0.5}",0.0345423143350604,0.476190476190476,0.072538860103627,1.42857142857143,20
"{0<PT<=20} => {85<IR<100}",0.0431778929188256,0.595238095238095,0.0725388601036269,1.38968894009217,25
"{0<PT<=20} => {DISQUALIFIED}",0.0328151986183074,0.452380952380952,0.072538860103627,1.04771428571429,19
"{0<PT<=20} => {FR>24}",0.0397236614853195,0.547619047619048,0.0725388601036269,1.2632327831531,23
"{0<PT<=20} => {70<TEMP<=80}",0.0535405872193437,0.738095238095238,0.0725388601036269,1.59461620469083,31
"{0<PT<=20} => {AA<=5}",0.0500863557858377,0.69047619047619,0.0725388601036269,1.23772666961521,29
"{0<PT<=20} => {QUALIFIED}",0.0397236614853195,0.547619047619048,0.0725388601036269,0.963742943986105,23
"{0<PT<=20} => {0<O<=15}",0.0569948186528497,0.785714285714286,0.072538860103627,1.23621894409938,33
"{0<PT<=20} => {RU FREE}",0.0673575129533679,0.928571428571429,0.072538860103627,1.29552495697074,39
"{0<PT<=20} => {1000<EW<=1100}",0.0708117443868739,0.976190476190476,0.0725388601036269,1.2933965348153,41
"{0<PT<=20} => {PRESS=1}",0.0725388601036269,1,0.0725388601036269,1.17206477732794,42
"{ICA=0} => {AA>25}",0.0328151986183074,0.441860465116279,0.07426597582038,4.12640660165041,19
"{AA>25} => {ICA=0}",0.0328151986183074,0.306451612903226,0.107081174438687,4.12640660165041,19
"{ICA=0} => {PURE IR}",0.0345423143350604,0.465116279069767,0.07426597582038,3.36627906976744,20
"{PURE IR} => {ICA=0}",0.0345423143350604,0.25,0.138169257340242,3.36627906976744,20
"{ICA=0} => {O FREE}",0.0379965457685665,0.511627906976744,0.07426597582038,3.29147286821705,22
"{O FREE} => {ICA=0}",0.0379965457685665,0.244444444444444,0.155440414507772,3.29147286821705,22
"{ICA=0} => {AL<=0.25}",0.0310880829015544,0.418604651162791,0.07426597582038,2.55128518971848,18
"{ICA=0} => {6<FR<=24}",0.0345423143350604,0.465116279069767,0.07426597582038,2.58944543828265,20
"{ICA=0} => {25<MEMBRANE<=50}",0.0414507772020725,0.558139534883721,0.07426597582038,2.93784355179704,24
"{25<MEMBRANE<=50} => {ICA=0}",0.0414507772020725,0.218181818181818,0.189982728842832,2.93784355179704,24
"{ICA=0} => {PURE PT}",0.0483592400690846,0.651162790697674,0.07426597582038,3.33648898950401,28
"{PURE PT} => {ICA=0}",0.0483592400690846,0.247787610619469,0.195164075993092,3.33648898950401,28
"{ICA=0} => {0<CL<=0.25}",0.0500863557858377,0.674418604651163,0.07426597582038,2.27028123309897,29
"{ICA=0} => {FR>24}",0.0397236614853195,0.534883720930233,0.07426597582038,1.23385527656815,23
"{ICA=0} => {70<TEMP<=80}",0.0328151986183074,0.441860465116279,0.07426597582038,0.954616452620618,19
"{ICA=0} => {QUALIFIED}",0.0500863557858377,0.674418604651163,0.07426597582038,1.18689474800311,29
"{ICA=0} => {0<O<=15}",0.0362694300518135,0.488372093023256,0.07426597582038,0.768389787664307,21
"{ICA=0} => {RU FREE}",0.0604490500863558,0.813953488372093,0.07426597582038,1.13561221630709,35
"{ICA=0} => {1000<EW<=1100}",0.0552677029360967,0.744186046511628,0.07426597582038,0.986003938055452,32
"{ICA=0} => {PRESS=1}",0.0604490500863558,0.813953488372093,0.07426597582038,0.954006214104133,35
"{ICC>2} => {0.75<ICA<1.5}",0.0310880829015544,0.4,0.077720207253886,4.36981132075472,18
"{0.75<ICA<1.5} => {ICC>2}",0.0310880829015544,0.339622641509434,0.0915371329879102,4.36981132075472,18
"{ICC>2} => {AA>25}",0.0310880829015544,0.4,0.077720207253886,3.73548387096774,18
"{AA>25} => {ICC>2}",0.0310880829015544,0.290322580645161,0.107081174438687,3.73548387096774,18
"{ICC>2} => {PURE IR}",0.0328151986183074,0.422222222222222,0.077720207253886,3.05583333333333,19
"{PURE IR} => {ICC>2}",0.0328151986183074,0.2375,0.138169257340242,3.05583333333333,19
"{ICC>2} => {O FREE}",0.0397236614853195,0.511111111111111,0.077720207253886,3.28814814814815,23
"{O FREE} => {ICC>2}",0.0397236614853195,0.255555555555556,0.155440414507772,3.28814814814815,23
"{ICC>2} => {PURE PT}",0.0535405872193437,0.688888888888889,0.077720207253886,3.52979351032448,31
"{PURE PT} => {ICC>2}",0.0535405872193437,0.274336283185841,0.195164075993092,3.52979351032448,31
"{ICC>2} => {125<MEMBRANE<=175}",0.0379965457685665,0.488888888888889,0.077720207253886,2.03645083932854,22
"{ICC>2} => {0.25<CL<=0.5}",0.0310880829015544,0.4,0.077720207253886,1.2,18
"{ICC>2} => {5<AA<=25}",0.0379965457685665,0.488888888888889,0.077720207253886,1.46666666666667,22
"{ICC>2} => {CL>0.5}",0.0431778929188256,0.555555555555556,0.077720207253886,1.51017214397496,25
"{ICC>2} => {85<IR<100}",0.0414507772020725,0.533333333333333,0.077720207253886,1.24516129032258,24
"{ICC>2} => {DISQUALIFIED}",0.0673575129533679,0.866666666666667,0.077720207253886,2.0072,39
"{ICC>2} => {FR>24}",0.077720207253886,1,0.077720207253886,2.30677290836653,45
"{ICC>2} => {0<O<=15}",0.0379965457685665,0.488888888888889,0.077720207253886,0.769202898550725,22
"{ICC>2} => {RU FREE}",0.075993091537133,0.977777777777778,0.077720207253886,1.36417670682731,44
"{ICC>2} => {1000<EW<=1100}",0.075993091537133,0.977777777777778,0.077720207253886,1.29549961861175,44
"{ICC>2} => {PRESS=1}",0.0535405872193437,0.688888888888889,0.077720207253886,0.807422402159244,31
"{80<TEMP<=90} => {0.4<ICC<=0.5}",0.0414507772020725,0.5,0.0829015544041451,1.75454545454545,24
"{80<TEMP<=90} => {CL>0.5}",0.0310880829015544,0.375,0.0829015544041451,1.0193661971831,18
"{80<TEMP<=90} => {AL>1.5}",0.0345423143350604,0.416666666666667,0.0829015544041451,1.06277533039648,20
"{80<TEMP<=90} => {85<IR<100}",0.0466321243523316,0.5625,0.0829015544041451,1.3132560483871,27
"{80<TEMP<=90} => {20<PT<=40}",0.0518134715025907,0.625,0.0829015544041451,1.39182692307692,30
"{80<TEMP<=90} => {50<MEMBRANE<=125}",0.0569948186528497,0.6875,0.0829015544041451,1.24007009345794,33
"{80<TEMP<=90} => {AA<=5}",0.0569948186528497,0.6875,0.0829015544041451,1.23239164086687,33
"{80<TEMP<=90} => {QUALIFIED}",0.0587219343696028,0.708333333333333,0.0829015544041451,1.24658054711246,34
"{80<TEMP<=90} => {0<O<=15}",0.0639032815198618,0.770833333333333,0.0829015544041451,1.21280570652174,37
"{80<TEMP<=90} => {RU FREE}",0.0639032815198618,0.770833333333333,0.0829015544041451,1.07545180722892,37
"{80<TEMP<=90} => {1000<EW<=1100}",0.0552677029360967,0.666666666666667,0.0829015544041451,0.883295194508009,32
"{80<TEMP<=90} => {PRESS=1}",0.0639032815198618,0.770833333333333,0.0829015544041451,0.903466599190283,37
"{EW<=900} => {2<PRESS<=3}",0.0362694300518135,0.4375,0.0829015544041451,5.16964285714286,21
"{2<PRESS<=3} => {EW<=900}",0.0362694300518135,0.428571428571429,0.0846286701208981,5.16964285714286,21
"{EW<=900} => {0.4<ICA<=0.5}",0.0449050086355786,0.541666666666667,0.0829015544041451,3.56392045454545,26
"{0.4<ICA<=0.5} => {EW<=900}",0.0449050086355786,0.295454545454545,0.151986183074266,3.56392045454545,26
"{EW<=900} => {3<FR<=6}",0.0345423143350604,0.416666666666667,0.0829015544041451,1.884765625,20
"{EW<=900} => {0.4<ICC<=0.5}",0.0587219343696028,0.708333333333333,0.0829015544041451,2.48560606060606,34
"{0.4<ICC<=0.5} => {EW<=900}",0.0587219343696028,0.206060606060606,0.284974093264249,2.48560606060606,34
"{EW<=900} => {5<AA<=25}",0.0345423143350604,0.416666666666667,0.0829015544041451,1.25,20
"{EW<=900} => {CL>0.5}",0.0362694300518135,0.4375,0.0829015544041451,1.18926056338028,21
"{EW<=900} => {AL>1.5}",0.0483592400690846,0.583333333333333,0.0829015544041451,1.48788546255507,28
"{EW<=900} => {85<IR<100}",0.0500863557858377,0.604166666666667,0.0829015544041451,1.41053427419355,29
"{EW<=900} => {20<PT<=40}",0.0466321243523316,0.5625,0.0829015544041451,1.25264423076923,27
"{EW<=900} => {50<MEMBRANE<=125}",0.0639032815198618,0.770833333333333,0.0829015544041451,1.39038161993769,37
"{EW<=900} => {QUALIFIED}",0.0690846286701209,0.833333333333333,0.0829015544041451,1.46656534954407,40
"{EW<=900} => {0<O<=15}",0.0621761658031088,0.75,0.0829015544041451,1.18002717391304,36
