OT,FR,AA,IR,RU,O,ICA,PT,ICC,AL,CL,MT,EW,CD20
30,10,20,100,0,0,0.111111111,100,0.428571429,1.5,1,88,1100,1.42939
80,5,5,75,0,16.54944357,0.040582726,46.7,0.6,2,0.35,50,1100,7.00571
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,2.56587473,0.5,50,1100,5.07837
80,40,3.645,34.28571429,0,16.02060897,0.318160019,40,0.236312215,0.342857143,0.5,175,1100,0.90279
80,50,4,85.52915767,0,14.47084233,0.25,20,0.428571429,0.38,0.2,50,1100,5.05017
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,5.1209
80,300,25,85.52915767,0,14.47084233,0.1,47,0.2385,0.1,0.1,175,1100,3.00202
80,6,1,100,0,0,0.281309906,20,0.550190187,2,0.5,125,1100,1.66014
25,22.36134449,5,76.72992366,2.378541997,15.30031216,1.425,46.1,0.37,1.977711641,0.4,125,1100,0.33727
80,0.5,4,85.52915767,0,14.47084233,0.3,40,0.3,1.710583153,0.24,125,1100,2.909
80,133.8868696,50,74.57142857,0,17.63723082,0.52331276,56.65162919,1.630061366,1.491428571,0.4,125,1100,2.55244
80,40,3.645,68.57142857,0,15.12820511,1.394017747,40,1.599086947,0.685714286,0.5,175,1100,1.39233
80,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,5.5118
80,4,5,74.37742114,16.76812396,8.854454898,0.201325636,30,0.389774359,1.27,0.1,90,1000,4.39963
80,40,4,85.52915767,0,14.47084233,0.22,60,1,1.282937365,0.3,125,1100,2.48969
110,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,1.37768
80,1.5,5,100,0,0,0.374007744,46,0.624647855,1,0.184,50,1100,1.30494
60,50,25,85.52915767,0,14.47084233,0.311112088,100,0.146421,2.5,0.8,175,1100,2.085
80,13.93423115,1,51.4286,0,17.0646,0.176470588,20,0.176470588,1.028572,0.5,125,1100,1.22856
56,2,25,85.52915767,0,14.47084233,0.41609371,61.73340883,0.303549883,2.138228942,0.8,175,1100,1.76563
80,200.8792996,75,100,0,0,0.822986315,100,2.359664076,0.2,0.4,175,1100,1.00703
80,3.33,6.25,84.5,0,15.5,0.24,45.01864041,0.428571429,1.69,2,125,1100,2.86936
80,50,4,85.52915767,0,14.47084233,0.052631579,20,0.428571429,0.38,0.2,50,1100,6.14089
30,60,25,0,75.66401816,24.33598184,0.923948621,0,0.894820447,2.269920545,0.7,125,1100,0.51698
60,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,1.809
80,50,25,85.73,0,14.27,0.33,60,0.25,0,0.8,175,1100,1.85
50,60,25,0,83.55,16.45,1.093165594,0,0.943999767,2.5065,0.7,125,1100,0.801
25,50,4,85.52915767,0,14.47084233,0.052631579,20,0.428571429,0.38,0.2,50,1100,1.8774
90,15,4,85.52915767,0,14.47084233,0,46.3,0.438682321,0.462011404,0.4,50.8,1100,1.49207
80,68.19816646,15.06164193,85.52915767,0,14.47084233,1.666666667,20,1.304913997,0.256587473,0.742630275,175,1100,1.05949211
80,50,25,85.73,0,14.27,0.33,60,0.25,0.025,0.8,175,1100,2.559
80,6,1,100,0,0,0.319707965,0,1.216631476,2,0,125,1100,1.07653
70,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,4.49189
60,5.88203717,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,1.51353
80,50,5,85.52915767,0,14.47084233,0.33,70,0.33,1.282937365,0.57,125,1100,3.14129
110,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,4.689
60,270,48.37084145,85.52915767,0,14.47084233,1.671619117,63.72813147,1.639070353,0.256587473,0.5,175,1100,1.47325
25,0.176042236,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,2.662
80,40,1,85.52915767,0,14.47084233,0.25,60,2,1.5,0.5,125,1100,2.79195
90,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,2.515
60,270,45.42261772,85.52915767,0,14.47084233,2.281361303,60.9980463,1.796126311,0.256587473,0.5,175,1100,1.10778
90,15,4,85.52915767,0,14.47084233,0,46.3,0.37254426,0.085546263,0.4,50.8,1100,2.70046
25,18.18052287,5,85.52915767,0,14.47084233,0.111111111,46.1,0.369863014,2.138228942,0.4,125,1100,0.49738
60,44.82585946,25,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,1.227587835,0.4,175,1100,1.48334
80,20,5,74.37742114,16.76812396,8.854454898,0.16460804,100,0.128906863,2.734366353,3,125,1100,4.40461
90,126.4379627,8,85.52915767,0,14.47084233,0.052631579,40,9.375,1.710583153,0.96,125,1100,1.88667
60,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,3.545
80,3,1,42.76457883,0,17.851,0.33,40,0.33,0.320734341,0.2,50,1100,5.93667
90,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,2.527
25,20.66890642,5,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,2.045979726,0.4,125,1100,0.37294
28,60,25,0,60.3,23.9,0.661053715,30,0.380369801,3,0.7,125,1100,0.59336
60,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,3.63474
80,300,25,85.52915767,0,14.47084233,0.2,47,0.2385,0.1,0.1,175,1100,3.13631
80,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,125,1100,2.331
80,60,25,0,37.7,23.7,0.556458005,30,0.440651046,3,0.7,125,1100,0.7565
30,21.20177116,10.99479906,80.595,0,19.4,0.698133711,30,0.386906671,1.6119,0.6,123.4933406,1100,0.97159
100,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,105,1219.5,4.013
80,1,4.62,100,0,0,0.09375,66.67,0.410094259,0.16,0.6,125,1100,2.23334
80,25,17.64,85.52915767,0,14.47084233,0.176470588,60,0.176470588,1.881641469,0.8,175,1100,2.91431
60,95,63.5,85.52915767,0,14.47084233,0.15,40,0.2,0.855291577,0.6,175,1100,0.61938
120,40.9654027,4,51.42857143,0,24.59807287,0.176470588,100,0.176470588,0.462857143,0.5,175,1100,2.38999
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,3.45586
90,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,5.26936
60,270,50.71720836,85.52915767,0,14.47084233,1.593259687,66.99216329,1.396445589,0.256587473,0.5,175,1100,1.91588
80,50,25,85.73,0,14.27,0.33,60,0.25,0.05,0.8,175,1100,2.559
60,4.501619343,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,4.36433
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,1.282937365,0.6,175,1100,1.76292
120,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,70,206.185567,4.052
60,33.90006521,25,85.52915767,0,14.47084233,0.283335103,100,0.431226105,0.855291577,0.3,125,1100,1.99909
80,18.97781722,8,85.52915767,0,14.47084233,0.052631579,20,0.321849894,0.940820734,0.309063001,50,1100,3.92399
90,14.02002948,2.64287184,100,0,0,0.333017398,30,0.579518935,2.4,0.6,124.1586196,1100,2.31902
120,2,4.570086079,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1107.432325,1.4673
50,5.629181396,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,3.85536
80,60,25,0,60.3,23.9,0.533299699,30,0.352105292,3,0.7,125,1100,0.94395
35,3,1,42.76457883,0,17.851,0.33,40,0.33,0.320734341,0.2,50,1100,0.40704
30,7.231529218,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,0.94091
80,7,4,0,75.66401816,24.33598184,0.265524335,40,0.380275882,2.269920545,0.6,125,1100,1.889
80,25.7542622,8,85.52915767,0,14.47084233,0.052631579,20,0.332386614,0.179611231,0.245296397,50,1100,3.84714
70,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,4.59127
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.427561377,0.338609935,0.4,50,1100,2.36449
90,61.73199448,8,85.52915767,0,14.47084233,0.052631579,40,3.125,1.710583153,0.96,125,1100,1.74156
90,8.988187269,5.181006485,80.595,0,19.4,0.363278133,30,0.485953041,1.6119,0.6,122.8596877,1100,2.74991
80,300,25,85.52915767,0,14.47084233,0.05,47,0.2385,0.1,0.1,175,1100,2.93989
90,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,5.21518
30,10,20,100,0,0,0.428571429,100,0.428571429,1.5,1,88,1100,1.05192835
80,40,3.645,57.84506658,0,9.631203586,0.33,40,0.33,2.5,0.5,175,1100,0.855
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.086,125,1100,5.03265
60,270,56.10548285,85.52915767,0,14.47084233,1.467094912,65.07818298,1.56248354,0.256587473,0.5,175,1100,1.96861
90,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,1.17166
90,75,50,100,0,0,0,100,0,0.25,0.25,50,825,9.12412
45,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,1.82808
60,12.7087867,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,3.66319
120,15,6.25,85.52915767,0,14.47084233,0.019426246,46.3,0.403187095,0.085529158,0.4,50,1100,7.683
60,40,4.5,85.52915767,0,14.47084233,3,20,10,2,0.05,50,1100,1.32004
80,40,1,85.52915767,0,14.47084233,0.25,60,2,1.5,0.5,50,1100,4.03866
50,60,25,0,75.66401816,24.33598184,1.108970229,0,0.947266894,2.269920545,0.7,125,1100,1.09833
90,15,4,85.52915767,0,14.47084233,0,46.3,0.465464548,0.023366566,0.4,50.8,1100,1.19879
80,50,25,0,75.9,24.1,0.432355306,30,0.551156983,3,0.7,125,1100,1.4726
60,40,2.89,85.52915767,0,14.47084233,1.07748381,40,1.377804373,0.27,0.5,175,1100,1.89234
80,25,17.64,85.52915767,0,14.47084233,0.392512756,58.91114485,0.280061335,2.25,0.8,175,1100,2.44525
30,10,20,20,0,0,0.428571429,100,0.428571429,0.3,1,88,1100,1.99042
80,300,25,85.52915767,0,14.47084233,0.27,47,0.2385,0.1,0.1,175,1100,3.06349
50,300,25,85.52915767,0,14.47084233,0.15,100,0.15,2.56587473,0.2,175,1100,1.55378
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,1.282937365,0.5,50,1100,3.80603
80,4,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,0.3,0.1,50,980,6.19193
80,50,25,85.73,0,14.27,0.33,60,0.25,0.013,0.8,175,1100,2.47
110,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,901.8686384,2.53091
80,6,1,100,0,0,0.425549591,0,1.21601819,2,0,125,1100,1.14334
80,9.1,5,85.52915767,0,14.47084233,0.052631579,46.7,0.428571429,1.000691145,0.1,25,1100,5.12237
70,3.401700251,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,4.9049
80,24.50004932,25,85.52915767,0,14.47084233,0.404431954,60,0.292801158,1.881641469,0.8,175,1100,2.86
40,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.1,90,980,2.80562
120,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,3.033
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,4.94572
60,270,47.54916178,85.52915767,0,14.47084233,1.629301042,64.40594124,1.510509545,0.256587473,0.5,175,1100,1.70197
80,233.5519686,55.55647342,85.52915767,0,14.47084233,1.128877212,100,3.166666667,0.1,0.737582154,194.3525803,1100,1.81328
80,0.1,6.76,85.52915767,0,14.47084233,0.505126236,30,0.683573239,3.421166307,1.8,175,1100,1.57683
80,5,5,75,0,17.61955664,0.25,45.8,0.25,1.75,0.2,50,1100,6.62883
60,18.4106625,4,85.52915767,0,14.47084233,0.176,40,0.299,0.74838013,1,175,1100,1.43624
80,20,5,74.37742114,16.76812396,8.854454898,0.169105913,100,0.133238398,2.734366353,3,125,1100,5.146
80,9.267659843,1,51.317496,0,24.702,0.176470588,20,0.176470588,1.02634992,0.5,125,1100,1.93065
80,250,86,50,0,0,0,50,0,0.15,0.15,175,1100,2.21294
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.032,125,1100,2.4498
90,19.87949333,6.397091281,100,0,0,0.612525952,0,0.883526064,2.4,0,113.5778551,1100,2.50193
120,40.43101541,4,85.52915767,0,14.47084233,0.176470588,100,0.176470588,0.769762419,0.5,175,1100,0.82693
80,5,5,75,0,17.61955664,0.25,45.8,0.25,1.75,0.2,50,1100,4.73592
80,40,5,85.52915767,0,14.47084233,0.67,40,0.67,0.2,0.5,125,1100,2.32179
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,5.27783
40,1.184692713,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,3.2036
80,50,5,64.37977662,0,16.01486981,0.33,70,0.33,0.965696649,0.57,125,1100,2.93553
80,4,5,74.37742114,16.76812396,8.854454898,0.188042222,30,0.329494887,0.34,0.1,90,1000,4.63587
80,3,1,38.48805,0,17.7521,0.142857143,40,0.333,0.288660375,0.2,50,1099.171835,9.2985835
80,11.01091304,5,59,0,16,0.4,40,1.5,0.885,0.4,125,1100,2.46572
80,60,25,0,83.55,16.45,0.529163071,30,0.527243831,2.5065,0.21,125,1100,1.093
80,10.43487187,1,77.1429,0,14.9804,0.176470588,20,0.176470588,1.542858,0.5,125,1100,2.03319
80,37.15180574,25,85.52915767,0,14.47084233,0.245108279,100,0.304832613,0.855291577,0.3,125,1100,2.46111
60,60,25,0,75.66401816,24.33598184,1.369106679,0,1.238964173,2.269920545,0.7,125,1100,1.16716
40,60,25,0,83.55,16.45,1.113637403,0,0.880169355,2.5065,0.7,125,1100,0.762
80,164.0100052,63.49363399,90.5,0,0,1.262861313,100,3.166666667,0.1,0.64527732,118.983882,1100,3.69532
110,41.50255422,4,85.52915767,0,14.47084233,0.176470588,100,0.176470588,0.769762419,0.5,175,1100,0.8257
80,9.1,5,85.52915767,0,14.47084233,0.052631579,46.7,0.428571429,1.000691145,0.1,25,1100,5.12237
80,40,3.645,34.28571429,0,15.33368323,0.394818831,40,0.253866368,0.342857143,0.5,175,1100,1.00708
80,5,5,75,0,16.34506214,0.388888889,46.7,0.6,2,0.35,50,1100,5.7015
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,1.214514039,0.6,175,1100,1.94505
80,0.5,4,74.37742114,16.76812396,8.854454898,0.3,40,0.3,2.734366353,1.2,125,1100,3.006
90,15,4,85.52915767,0,14.47084233,0.095239255,46,0.36631045,0.085529158,0.4,50,1100,2.69556
80,250,86,0,0,0,0,68,0,0.15,0.15,175,1100,1.9526
30,10,20,100,0,0,0.428571429,100,0.428571429,2.5,1,88,1100,1.0907571
30,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,2.24232
50,3.343019649,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,3.75884
100,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,2.619
80,16.57453349,1,34.2857,0,18.454,0.176470588,20,0.176470588,0.685714,0.5,125,1100,1.09803
80,40,3.645,34.61,48.47,16.92,0.409308137,40,0.430455139,2.077,0.5,175,1100,2.64318
80,117.0671074,50,100,0,0,0.451623962,89.32674769,1.792451155,2,0.4,125,1100,3.70489
80,25,17.64,85.52915767,0,14.47084233,0.293560947,59.00710904,0.236309593,2.25,0.8,175,1100,2.79298
35,3,1,42.76457883,0,17.851,0.33,40,0.33,0.320734341,0.2,50,1100,0.27221
80,20,5,74.37742114,16.76812396,8.854454898,0.171025803,100,0.14081996,2.734366353,3,125,1100,5.704
27.5,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,1.596
90,15,1.21,85.52915767,0,14.47084233,0,100,0.428571429,0.085529158,0.021,50,1100,3.09574
40,60,25,0,75.66401816,24.33598184,1.176955273,0,0.869597036,2.269920545,0.7,125,1100,1.00546
30,60,25,0,75.66401816,24.33598184,1.14838301,0,0.853256179,2.269920545,0.7,125,1100,0.89438
80,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,924.7552906,1.70546
30,10,20,100,0,0,0.428571429,100,0.428571429,1.5,1,88,1100,1.19797
70,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,3.749
40,60,25,0,75.66401816,24.33598184,0.939546062,0,0.915370663,2.269920545,0.7,125,1100,0.59918
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,0.641468683,0.6,175,1100,1.45665
50,9.884736133,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,1.32278
90,15,4,85.52915767,0,14.47084233,0,46.3,0.361993039,0.04663905,0.4,50.8,1100,2.27816
80,13.25486226,4,100,0,0,0.15,20,0.5,5,0.3,125,602.4096386,1.66186
80,20,5,74.37742114,16.76812396,8.854454898,0,20,0,2.734366353,0.2,125,1100,1.37892
80,2,5.14045926,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1092.791857,1.99984
80,3,1,38.48805,0,17.7521,0.083333333,40,0.333,0.288660375,0.2,50,1100.320347,7.5359931
80,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,1.35732
80,3,1,38.48805,0,17.7521,0.142857143,40,0.333,0.288660375,0.2,50,1100,4.8685071
60,68.38514115,25,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.273766479,0.4,175,1100,0.86783
80,40,5,85.52915767,0,14.47084233,0.67,40,0.67,1.2,0.5,125,1100,3.1789
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,2.52998
60,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,3.99595
80,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,3.962
60,25,4,85.52915767,0,14.47084233,0.15,40,0.2,0.641468683,0.6,175,1100,1.5226
80,1.5,5,40,0,12.7397,0.25658492,46,0.533679577,0.4,0.184,50,1100,2.35287
50,100,5.29,100,0,0,0,100,3,0.55,0.5,175,1100,0.308503607
70,11.050558,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,4.12523
80,40,3.645,34.28571429,0,15.0234511,0.336870784,40,0.269741992,0.342857143,0.5,175,1100,0.82276
80,60,25,0,75.66401816,24.33598184,1.153445715,0,0.960814465,2.269920545,0.7,125,1100,0.89689
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,4.36153
80,1.5,5,40,0,0,0.285472473,46,0.554027878,0.4,0.184,50,1100,2.29079
50,100,5.29,100,0,0,2.727272727,100,3,0.55,0.5,175,1100,1.63709928
40,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,2.86838
80,20,5,74.37742114,16.76812396,8.854454898,0.158284189,100,0.119913557,2.734366353,3,125,1100,3.29917
80,1.5,5,100,0,0,0.264651442,46,0.491437084,1,0.184,50,1100,2.09787
80,6,1,100,0,0,0.197204645,0,1.096392145,2,0,125,1100,0.93295
80,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,4.055
90,12.19259037,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,4.80862
64,2,25,85.52915767,0,14.47084233,0.446643758,64.29533761,0.265617659,2.138228942,0.8,175,1100,1.897
40,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,2.66
70,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,3.326
80,12.94077278,5,59,0,16,0.4,40,0,0.885,0.4,125,1100,2.23038
90,37.15090098,4,51.42857143,0,24.59807287,0.176470588,100,0.176470588,0.462857143,0.5,175,1100,1.67937
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,3,125,1100,1.84557
55,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,4.34404
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.2,125,1100,2.80995
60,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,2.83
80,40,1,85.52915767,0,14.47084233,0.25,0,2,1.5,0,50,1100,1.48696
40,100,5.29,100,0,0,0.909090909,100,3,0.55,0.5,175,1100,0.527991907
90,16.06912344,7,100,0,0,0.367998738,40,0.690019981,2,0.8,125,1100,2.35631
30,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,2.94044
25,0.54385014,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,2.66486
80,14.93631308,1,85.73,0,14.27,0.176470588,20,0.176470588,1.7146,0.5,125,1100,2.21574
80,112.2360681,50,21.42857143,0,33.62138663,0.589995467,65.19172916,1.40445547,0.428571429,0.4,125,1100,3.58037
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,1.43632
80,22.51090936,8,85.52915767,0,14.47084233,0.052631579,20,0.326732579,0.846738661,0.279104095,50,1100,3.70779
30,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.1,90,980,2.51192
60,1800,160,100,0,0,0.4,40,0.6,1.5,0.4,125,1100,2.001
80,25,17.64,85.52915767,0,14.47084233,0.176470588,60,0.176470588,1.881641469,0.8,175,1100,2.47692
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.1,125,1100,2.13063
80,7,4,0,23.83808219,22.38354235,0.289822109,40,0.285806842,0.715142466,0.6,125,1100,1.808
60,60,25,0,75.66401816,24.33598184,1.112402805,0,0.967019948,2.269920545,0.7,125,1100,0.74571
80,40,3.645,66.86367932,0,11.13280261,0.33,40,0.33,2.5,0.5,175,1100,0.82092
25,100,5,85.52915767,0,14.47084233,0.530536545,40,2.67583947,2.56587473,0.4,125,1100,0.01055
80,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,0.4,0.1,90,980,4.16943
90,4.41005401,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,5.53393
80,25,17.64,85.52915767,0,14.47084233,0.203403821,60.94810444,0.153760734,2.25,0.8,175,1100,2.10986
