OT,FR,AA,IR,RU,O,ICA,PT,ICC,AL,CL,MT,EW,CD20
80,1,5,74.37742114,16.76812396,8.854454898,0.2,40,0.39,0.34,0.1,90,980,4.50965
60,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,4.01997
90,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,6.03905
80,40,3.645,85.52915767,0,14.47084233,0.33,40,0.33,2.5,0.5,175,1100,1.166
70,60,25,0,75.66401816,24.33598184,1.394211044,0,1.371145954,2.269920545,0.7,125,1100,1.25566
60,33,25,85.52915767,0,14.47084233,0.352622458,100,0.304951422,1.702030238,1.31,175,1100,2.37546
80,20,5,74.37742114,16.76812396,8.854454898,0,100,0,2.734366353,0.051,125,1100,2.86742
80,219.4653072,82.68568154,94.5,0,0,1.298759141,100,3.166666667,0.1,0.703173093,158.3697046,1100,2.35274
60,45,22.7,85.52915767,0,14.47084233,0.15,40,0.2,2.993520518,0.6,175,1100,0.46769
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,5.3024
80,46.54984771,4,0,75.66401816,24.33598184,0.33,40,0.33,1.930846742,0.549794743,125,1100,2.82957
90,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.1,90,980,4.7781
130,40.22818585,4,51.42857143,0,24.59807287,0.176470588,100,0.176470588,0.462857143,0.5,175,1100,2.3604
80,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,4.48294
80,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,3.609
80,25,17.64,85.52915767,0,14.47084233,0.176470588,60,0.176470588,1.881641469,0.8,175,1100,2.7459
30,10,20,20,0,0,0.428571429,100,0.428571429,0.3,1,88,1100,1.40572
60,4,6.974660224,40,0,22.87544371,0.5,30,0.5,0.4,1,125,1100,0.72766
80,2,5.096994823,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1089.811597,2.09904
80,1,4.62,100,0,0,0.1875,66.67,0.422209462,0.08,0.6,125,1100,2.02864
30,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,2.64537
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,1.710583153,0.5,50,1100,4.50971
60,100,5.29,100,0,0,0,100,3,0.55,0.5,175,1100,0.510260423
80,40,16,85.52915767,0,14.47084233,3,7,0.33,0.9,0.25,50,1100,6.3474
80,177.3537945,46.44061618,85.52915767,0,14.47084233,1.25,20,2.695305855,0.342116631,0.716088856,175,1100,1.05672706
80,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,105,1219.5,3.431
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,0.342116631,0.25,125,1100,2.12646
80,1.5,5,40,0,0,0.281176263,46,0.546633737,0.4,0.184,50,1100,1.65573
60,100,5.29,100,0,0,4.545454545,100,3,0.55,0.5,175,1100,1.491552293
30,10,20,100,0,0,0.428571429,100,0.428571429,1,1,88,1100,1.00185969
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,1.35647
80,2,25,85.52915767,0,14.47084233,0.348796808,63.45910565,0.250319708,2.138228942,0.8,175,1100,2.45851
70,4,6.299615628,40,0,21.97791598,0.5,30,0.5,0.4,1,125,1100,0.93263
90,50,4,85.52915767,0,14.47084233,0.052631579,20,0.428571429,0.38,0.2,50,1100,6.44632
60,270,48.46351845,85.52915767,0,14.47084233,2.150691132,59.34613525,1.812971149,0.256587473,0.5,175,1100,1.08824
120,2,5.214930901,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1104.744499,0.99994
80,18.88169371,5,74.37742114,16.76812396,8.854454898,0.322609985,71.48829017,0.3132326,2.734366353,3,175,1100,2.61749
80,60,25,0,14.7,23.4,0.566178695,30,0.438359376,3,0.7,125,1100,0.47874
120,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.30477
100,75,50,100,0,0,0,100,0,1,0.25,50,825,8.60129
80,179.253238,67.42374679,93.6,0,0,1.335046695,100,3.166666667,0.1,0.680885379,131.7718913,1100,3.27924
80,23.18781906,8,85.52915767,0,14.47084233,0.052631579,20,0.547779252,0.230928726,0.31848447,50,1100,3.44108
90,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,1.25382
120,15,6.25,85.52915767,0,14.47084233,0.019426246,46.3,0.403187095,0.085529158,0.4,50,1100,7.046
50,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.5,90,1000,3.61103
90,15,6.25,85.52915767,0,14.47084233,0.024426311,46.3,0.408384648,0.085529158,0.4,50,1100,2.693
120,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,4.58
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,0.427645788,0.5,50,1100,2.30184
120,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,901.0009666,2.52474
40,20,25,100,0,0,0.26887693,100,0.187223176,1,0.3,121.633866,1100,1.107
70,100,25,100,0,0,1.067166344,0,3.322640636,2,1,175,1100,1.03826
60,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,2.724
80,2.106228127,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,2.02659
80,4.166666667,100,85.52915767,0,14.47084233,0.299736894,100,0.113758053,1.026349892,0.4,175,1100,1.13916
80,3,1,85.73,0,14.27,0.151776541,40,0.362015213,0.642975,0.2,50,1100,5.25875
90,4.41005401,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,5.78513
80,40,3.645,34.28571429,0,16.81318675,0.302852659,40,0.225395849,0.342857143,0.5,175,1100,1.14283
80,40,4,85.52915767,0,14.47084233,0.1,60,0.28,1.282937365,0.3,115,360,6.5266
60,1.525835128,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,3.98013
80,25,17.64,85.52915767,0,14.47084233,0.275483208,59.29664324,0.250495304,2.25,0.8,175,1100,2.3194
20,20,5,74.37742114,16.76812396,8.854454898,0.267789667,100,0.419134153,2.734366353,3,125,1100,1.5633
40,100,5.29,100,0,0,0,100,3,0.55,0.5,175,1100,0.275544107
90,130.8010375,8,85.52915767,0,14.47084233,0.052631579,40,26.04166667,1.710583153,0.96,125,1100,1.40892
25,18.07778353,5,68.32740214,15.40416878,16.26842908,0.111111111,46.1,0.369863014,2.093289273,0.4,125,1100,0.55412
30,10,20,100,0,0,0.428571429,100,0.428571429,3,1,88,1100,0.99184596
40,20,5,74.37742114,16.76812396,8.854454898,0.201789391,100,0.246510782,2.734366353,3,125,1100,2.19523
60,100,5.29,100,0,0,0.909090909,100,3,0.55,0.5,175,1100,0.694591387
80,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,3.964
80,68.48132884,2,85.52915767,0,14.47084233,0.176470588,20,0.176470588,1.710583153,0.2,175,1100,2.21099
30,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,0.74643
80,3,1,38.48805,0,17.7521,0.160804695,40,0.317185376,0.288660375,0.2,50,1100,7.31062
50,300,25,85.52915767,0,14.47084233,0.15,100,0.15,0.085529158,0,175,1100,1.4663
25,63,4,50,26.30208333,8.333333333,0.72519596,10,0.863294513,2.062026291,0.377212257,125,1100,0.05694611
100,75,50,100,0,0,0,100,0,0.25,0.25,50,825,9.12412
80,4,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,0.3,0.1,50,980,6.03118
80,40,3.645,85.71428571,0,14.28571429,0.583695267,40,0.477445702,0.857142857,0.5,175,1100,1.19609
60,270,45.54812639,85.52915767,0,14.47084233,2.073970786,61.07115408,1.791124577,0.256587473,0.5,175,1100,1.24343
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,0.196717063,0.25,125,1100,1.62639
30,6.795267144,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,2.2803
60,95,63.5,85.52915767,0,14.47084233,0.15,40,0.2,0.829632829,0.6,175,1100,1.07419
100,75,50,100,0,0,0,100,0,0.5,0.25,50,825,8.50576
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,918.6766929,2.31572
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,0.085529158,0.25,125,1100,1.31522
80,50,5,52.87553066,0,16.94728547,0.33,70,0.33,0.79313296,0.57,125,1100,2.97515
90,126.352113,8,85.52915767,0,14.47084233,0.052631579,40,21.875,1.710583153,0.96,125,1100,1.74835
80,201.9482085,50,85.52915767,0,14.47084233,0.859194778,100,4.55949173,4,4,254,1100,1.23807
90,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,906.4787134,2.12456
40,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,3.10931
70,33.9902841,25,85.52915767,0,14.47084233,0.302222534,100,0.284803411,0.855291577,0.3,125,1100,2.15199847
90,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,4.444
80,40,5,85.52915767,0,14.47084233,0.67,40,0.67,0.2,0.5,125,1100,1.6033
80,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,0.4,0.1,90,980,4.41218
70,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,4.06503
110,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,70,206.185567,3.672
80,50,25,85.73,0,14.27,0.33,60,0.25,0.005,0.8,175,1100,2.275
70,3.634025044,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,1.73243
100,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,105,1031,3.014
50,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,3.27291
80,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,2.63429
80,300,25,85.52915767,0,14.47084233,0.8,47,0.2385,0.1,0.1,175,1100,2.08937
25,1,15.84755052,100,0,0,0.455737797,100,0.409580409,2.2,0.8,175,1100,0.22422
80,170.4751056,37.70187597,85.52915767,0,14.47084233,5,20,2.305975152,0.085529158,0.708260779,175,1100,0.96801369
60,45,22.7,85.52915767,0,14.47084233,0.15,40,0.2,0.855291577,0.6,175,1100,1.12885
120,15,6.25,85.52915767,0,14.47084233,0.045069975,46.3,0.417307997,0.085529158,0.4,50,1100,8.342
110,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,125,1100,0.78504
90,122.8661049,8,85.52915767,0,14.47084233,0.052631579,40,16.66666667,1.710583153,0.96,125,1100,1.76903
100,75,50,100,0,0,0,100,0,0.375,0.25,50,825,8.62794
80,40,3.645,0,75.66401816,24.33598184,0.419722608,40,0.450187228,1.891600454,0.5,175,1100,2.0831
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,4.28858
50,300,25,85.52915767,0,14.47084233,0.15,100,0.15,2.56587473,0.2,175,1100,1.79981
80,11.42418465,8,17.14285714,0,13.09596686,0.052631579,20,0.331245219,0.018857143,0.299019417,50,1100,4.06721
50,60,25,0,75.66401816,24.33598184,0.954702409,0,0.950891886,2.269920545,0.7,125,1100,0.65716
80,50,4,85.52915767,0,14.47084233,0,20,0.428571429,0.38,0.2,50,1100,5.4272
30,10,20,100,0,0,0.25,100,0.428571429,1.5,1,88,1100,1.42939
30,4,5,85.52915767,0,14.47084233,0.25,30,0.5,1.282937365,0.5,125,1100,1.735
80,4,5,74.37742114,16.76812396,8.854454898,0.181193633,30,0.32487551,0.34,0.1,90,1000,4.18756
60,270,46.72177337,85.52915767,0,14.47084233,1.760277361,66.92663957,1.478754654,0.256587473,0.5,175,1100,1.83121
80,150,7,74.37742114,16.76812396,8.854454898,0.824689587,100,7.342904561,1.458328722,4,125,1100,1.30034
80,60,25,0,75.66401816,24.33598184,1.370227109,0,1.32614018,2.269920545,0.7,125,1100,1.33834
80,7,4,0,39.10927536,22.95889891,0.299340305,40,0.472441305,1.173278261,0.6,125,1100,1.877
60,4,11.34578027,25.6587473,0,32.341,0.5,30,0.5,0.256587473,1,125,1100,0.42829
80,4,6.36097945,40,0,21.73924112,0.5,30,0.5,0.4,1,125,1100,1.1626
50,100,5.29,100,0,0,4.545454545,100,3,0.55,0.5,175,1100,1.2573874
80,40,4,85.52915767,0,14.47084233,0.1,60,0.28,1.282937365,0.3,115,360,3.25241
60,100,5.29,100,0,0,2.727272727,100,3,0.55,0.5,175,1100,1.827698393
80,40,3.645,57.81239854,0,9.625764357,0.33,40,0.33,2.5,0.5,175,1100,0.97
100,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,4.957
80,216.0759697,84.77637295,100,0,0,1.052094626,100,3.166666667,0.1,0.796856937,160.7500869,1100,1.99713
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.550215476,0.086718013,0.4,50,1100,0.74569
40,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,3.47348
130,37.68568939,4,85.52915767,0,14.47084233,0.176470588,100,0.176470588,0.769762419,0.5,175,1100,0.87822
50,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,1.367183177,0.1,90,1000,3.53537
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,3.421166307,0.05,50,1100,3.40886
50,32.8446522,1,85.73,0,14.27,0.176470588,20,0.176470588,1.7146,0.5,125,1100,1.61305
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,5.76068
62,2,25,85.52915767,0,14.47084233,0.459179103,65.6723106,0.279702178,2.138228942,0.8,175,1100,1.86935
100,75,50,100,0,0,0,100,0,0.25,0.25,50,825,0.8509
90,15,4,85.52915767,0,14.47084233,0.302569627,0,1.139246151,0.085529158,0,50,1100,0.73064
70,60,25,0,83.55,16.45,1.209403102,0,0.949670782,2.5065,0.7,125,1100,0.932
40,50,4,85.52915767,0,14.47084233,0.052631579,20,0.428571429,0.38,0.2,50,1100,2.81902
40,8.093331718,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,1.12399
60,51.01669281,25,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.273766479,0.4,125,1100,1.09187
60,22.65314054,4,85.52915767,0,14.47084233,0.176,40,0.299,0.74838013,1,175,1100,0.92588
80,40,2.89,85.52915767,0,14.47084233,0.331638452,40,0.53927078,0.27,0.5,175,1100,2.34466
80,18.36534503,5,59,0,16,1.25,40,1.5,0.5,0.4,125,1100,2.19482
80,77.42553304,19.99378136,85.52915767,0,14.47084233,2.5,20,1.384231215,0.171058315,0.738396482,175,1100,1.08207369
50,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,2.838
25,5,19.52906292,100,0,0,0.462567083,100,0.360291006,2.2,0.8,175,1100,0.32392
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.430129594,0.885714298,0.4,50,1100,2.0819
90,3.33,6.25,85.52915767,0,14.47084233,0.5,40,0.5,1.710583153,2,120,870,4.188
30,10,20,100,0,0,0.428571429,100,0.428571429,2,1,88,1100,1.10424498
60,60,25,0,60.3,23.9,0.651617251,30,0.352986376,3,0.7,125,1100,0.91941
60,270,46.628956,85.52915767,0,14.47084233,1.664678144,63.55320148,1.524590647,0.256587473,0.5,175,1100,1.44312
80,25,17.64,85.52915767,0,14.47084233,0.286056419,57.86464151,0.231387366,2.25,0.8,175,1100,3.23087
80,40.84253457,25,74.37742114,16.76812396,8.854454898,0.43,40,0.33,0.911455451,0.4,50,1100,2.25842
30,10,20,100,0,0,0.428571429,100,0.428571429,1.5,1,50,1100,1.44124
110,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,946.4664688,1.16564
70,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,5.22751
100,75,50,100,0,0,0,100,0,0.25,0.25,50,825,7.12536
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,0.607257019,0.25,125,1100,2.36018
80,3.333333333,25,85.52915767,0,14.47084233,0.11,46,0.35,0.273693305,0.25,125,1100,1.91488
80,3,1,64.11,0,16.02,0.20596053,40,0.340993866,0.6411,0.2,50,1100,5.2552
80,50,4,85.52915767,0,14.47084233,0.33,40,0.33,3.421166307,1,50,1100,4.5222
40,20,5,74.37742114,16.76812396,8.854454898,0.255159189,100,0.354998409,2.734366353,3,125,1100,2.33383
60,270,45.3593416,85.52915767,0,14.47084233,2.253014729,57.95189289,1.693547103,0.256587473,0.5,175,1100,1.05921
80,75,50,100,0,0,0,100,0,0.5,0.25,125,1100,3.44546
80,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,105,1031,3.029
90,0.527671846,3.549686161,22.69920545,27.36933045,20.0014641,0.336612078,30,0.433214556,1.001370718,0.6,121.7392955,1100,2.51459
70,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,4.12402
80,34.05213489,4,100,0,0,0.3333,70,0.3333,0.873,0.7,50,1100,3.50135
55,131.8694592,120,100,0,0,0.492142612,100,3.362664391,1,0.9,125,1100,2.12659
25,63,4,74.37742114,16.76812396,8.854454898,0.73255738,10,0.8805082,2.319046959,0.352136828,125,1100,0.04051375
100,75,50,100,0,0,0,100,0,0.25,0.25,50,825,0.66088
60,10,20,100,0,0,0.667,100,0.428571429,1.5,1,88,1100,2.18379
80,300,25,85.52915767,0,14.47084233,0.6,47,0.2385,0.1,0.1,175,1100,2.47087
40,60,25,0,60.3,23.9,0.649367093,30,0.360181846,3,0.7,125,1100,0.73764
80,5,5,75,0,17.61955664,0.25,45.8,0.25,1.75,0.2,50,1100,7.34876
80,4,5,44.62645268,10.06087438,5.312672939,0.176470588,40,0.388888889,0.4,0.1,50,980,6.83331
90,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,4.87267
80,2000,250,85.52915767,0,14.47084233,2.170319628,46,1.873798728,0.855291577,0.5,175,1100,1.31555
80,1,5,74.37742114,16.76812396,8.854454898,0.176470588,40,0.388888889,1.5,0.5,90,980,4.839
70,149.5460768,25,85.52915767,0,14.47084233,1.639597676,100,2.206784502,0.855291577,0.3,254,1100,1.52467
120,3.33,6.25,84.5,0,15.5,0.24,43.93130182,0.428571429,1.69,2,125,1100,4.0821
80,5.515116088,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,5.07412
80,20,5,74.37742114,16.76812396,8.854454898,0.161499397,100,0.12074659,2.734366353,3,125,1100,5.18
80,4.819154086,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,5.44752
80,5,5,75,0,16.78919732,0.131221719,46.7,0.6,2,0.35,50,1100,5.70918
55,40.11437804,8,68.33,15.4,16.27,0.416568174,40,0.255521318,2.5119,0.6,175,1100,0.99483
60,37.49612841,5,85.52915767,0,14.47084233,0.725839461,100,0.586807681,1.710583153,2,175,1100,1.3831
30,10,20,100,0,0,0.428571429,100,0.428571429,1.5,1,125,1100,0.69267
80,41.16415899,14.76826673,85.52915767,0,14.47084233,0.18,40,0.435176247,0.940820734,0.5,175,1100,0.36438
80,4,5,74.37742114,16.76812396,8.854454898,0.185237449,30,0.346548768,0.34,0.1,90,1000,4.15601
40,8.912526762,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,2.69665
80,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,4.43736
80,40,3.645,85.52915767,0,14.47084233,0.402491773,40,0.457914718,2.138228942,0.5,175,1100,1.90794
120,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,960.7222459,0.49279
70,4,10.63367693,25.6587473,0,32.341,0.5,30,0.5,0.256587473,1,125,1100,0.44569
80,40,1,85.52915767,0,14.47084233,0.25,0,2,1.5,0,125,1100,0.59894
80,19.87895898,5,59,0,16,0.6,40,1.5,0.59,0.4,125,1100,2.34775
40,100,5.29,100,0,0,2.727272727,100,3,0.55,0.5,175,1100,1.356634723
80,500,29.16,85.52915767,0,14.47084233,1.049165401,100,6.007528044,2.03,1.05,125,1100,1.38025
80,40,3.645,59.70877787,0,9.941511515,0.33,40,0.33,2.5,0.5,175,1100,0.75
80,40,3.645,66.86367932,0,11.13280261,0.33,40,0.33,2.5,0.5,175,1100,0.95
80,192.1973963,50,85.52915767,0,14.47084233,0.806166095,100,4.847154112,4,4,254,1100,1.20602
60,60,25,0,83.55,16.45,1.126928022,0,0.944699498,2.5065,0.7,125,1100,0.876
60,20,5,74.37742114,16.76812396,8.854454898,0.175165486,100,0.146826524,2.734366353,3,125,1100,2.75734
25,25.24166274,5,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,2.122944131,0.4,125,1100,0.63375
25,18.37904887,5,74.63556851,9.815354713,15.54907677,0.111111111,46.1,0.369863014,2.111273081,0.4,125,1100,0.60141
70,73.67296446,25,85.52915767,0,14.47084233,0.326579634,100,0.303370427,0.855291577,0.3,175,1100,2.01371
90,-0.703371295,5,100,0,0,0.25,40,0.5,0.4,0.1,90,980,2.24329
60,270,48.85327592,85.52915767,0,14.47084233,1.646253841,65.14367413,1.68144379,0.256587473,0.5,175,1100,1.45668
70,3.070466907,5,74.37742114,16.76812396,8.854454898,0.176,30,0.333,0.36458218,0.1,90,980,4.63633
60,2,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.5,0.4,120,870,3.69659
80,1,1,19.1,0,3.231565657,0.43,46,0.43,0.5,0.5,175,1100,2.72481
25,300,5,85.52915767,0,14.47084233,0.522031656,40,5.254507803,2.56587473,0.4,125,1100,0.00844
80,150,7,34.21166307,0,5.788336933,1.506886673,100,6.718206329,0.547386609,4,125,1100,1.17159
80,28.71932958,8,17.14285714,0,13.09596686,0.052631579,20,0.358124056,0.1,0.367570086,175,1100,1.93346
40,4,5,74.37742114,16.76812396,8.854454898,0.2,30,0.3,0.36458218,0.1,90,1000,2.70646
22,0.166666667,5,74.37742114,16.76812396,8.854454898,0.25,100,0.25,2.734366353,0.5,125,1100,0.602
80,3,1,38.48805,0,17.7521,0.111111111,40,0.333,0.288660375,0.2,50,1100.780395,9.24032662
120,15,6.25,85.52915767,0,14.47084233,0,46.5,0.57162082,2.305618056,0.4,50,1100,0.96879
80,222.2528809,82.85003303,98.3,0,0,1.359309054,100,3.166666667,0.1,0.704505202,153.2730029,1100,2.26081
80,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,911.8337149,1.98478
60,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,3.27
60,79.57353151,25,79.37854279,2.460646234,15.82845943,1.425,46.1,0.37,1.227587835,0.4,175,1100,1.21902
90,4,5,74.37742114,16.76812396,8.854454898,0.25,30,0.5,1.367183177,0.5,125,1100,4.279
90,43.60864492,4,85.52915767,0,14.47084233,0.176470588,100,0.176470588,0.769762419,0.5,175,1100,0.72068
80,3,1,38.48805,0,17.7521,0.146996111,40,0.317235791,0.288660375,0.2,50,1100,8.75502
30,60,25,0,75.66401816,24.33598184,0.991478011,0,0.895946091,2.269920545,0.7,125,1100,0.605
58,2,25,85.52915767,0,14.47084233,0.436633416,63.88676437,0.184765936,2.138228942,0.8,175,1100,1.81231
80,25,17.64,85.52915767,0,14.47084233,0.348193311,60.56907602,0.26292885,2.25,0.8,175,1100,2.51661
80,3,1,36.5,0,18.25,0.225238741,40,0.531730458,0.365,0.2,50,1100,3.46352
20,20,5,74.37742114,16.76812396,8.854454898,0.225125144,100,0.4166106,2.734366353,3,125,1100,1.6641
100,2,5,85.52915767,0,14.47084233,0.5,30,0.5,4.276457883,0.8,120,909.2903488,2.30758
25,29.54840386,1,85.73,0,14.27,0.176470588,20,0.176470588,1.7146,0.5,125,1100,0.99128
80,40,3.645,66.86367932,0,11.13280261,0.33,40,0.33,2.5,0.5,175,1100,0.90039
80,5,5,75,0,16.57390417,0.131221719,46.7,0.6,2,0.35,50,1100,5.36761
90,15,4,85.52915767,0,14.47084233,0,46.3,0.373892784,0.224573909,0.4,50.8,1100,2.09627
80,10.30096611,5,85.52915767,0,14.47084233,0.25,40,0.5,0.4,0.1,90,980,4.48945
80,5,5,75,0,16.70138496,0.131221719,46.7,0.6,2,0.35,50,1100,7.17113
80,5,5,75,0,17.5,0.13,4.8,0.25,0.2,0.025,50,1100,3.48153
70,60,25,0,75.66401816,24.33598184,1.125104047,0,0.976247596,2.269920545,0.7,125,1100,0.80845
60,50,4,85.52915767,0,14.47084233,0.052631579,20,0.428571429,0.38,0.2,50,1100,4.58485
60,40,4.5,85.52915767,0,14.47084233,3,1.4,10,2,0.025,50,1100,1.6338
50,2,5,85.52915767,0,14.47084233,0.5,50,0.5,2,0.3,120,870,3.041
80,500,29.16,85.52915767,0,14.47084233,1.164343559,100,5.153302107,2.03,1.05,79.5,869.5652174,0.93482
60,65.94589259,25,80.2284846,4.689280639,15.08223476,1.425,46.1,0.37,1.486060892,0.4,175,1100,0.82784
30,9.112791211,11.00729383,80.595,0,19.4,0.517101628,30,0.326398069,1.6119,0.6,145.4483226,1100,0.88362
60,20,5,74.37742114,16.76812396,8.854454898,0.230951622,100,0.327786126,2.734366353,3,125,1100,2.75282
80,50,5,100,0,0,0.33,70,0.33,1.5,0.57,125,1100,2.91451
