"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"FR","CD",3.80507892930679,14,"CD:FR",4.35375
"FR","CL",3.77249575551783,18,"CL:FR",4.35375
"FR","EW",3.26367461430575,3,"EW:FR",4.35375
"FR","FR",4.23682140047207,13,"FR:FR",4.35375
"FR","ICA",3.38709677419355,10,"ICA:FR",4.35375
"FR","ICC",3.43010752688172,23,"ICC:FR",4.35375
"FR","IR",3.64341761115955,12,"IR:FR",4.35375
"FR","MT",3.73677419354839,7,"MT:FR",4.35375
"FR","O",3.57258064516129,16,"O:FR",4.35375
"FR","OT",3.21505376344086,2,"OT:FR",4.35375
"FR","PT",4.3494623655914,10,"PT:FR",4.35375
"FR","RU",4.65232974910394,9,"RU:FR",4.35375
"FR","ST",3.05399719495091,26,"ST:FR",4.35375
"ICA","AA",4.1852534562212,13,"AA:ICA",4.67541666666667
"ICA","AL",3.49853372434018,17,"AL:ICA",4.67541666666667
"ICA","CD",3.51887439945093,18,"CD:ICA",4.67541666666667
"ICA","CL",4.83701188455009,18,"CL:ICA",4.67541666666667
"ICA","EW",3.00981767180926,5,"EW:ICA",4.67541666666667
"ICA","FR",3.63335955940205,21,"FR:ICA",4.67541666666667
"ICA","ICA",3.70967741935484,8,"ICA:ICA",4.67541666666667
"ICA","ICC",3.26344086021505,27,"ICC:ICA",4.67541666666667
"ICA","IR",4.44986922406277,12,"IR:ICA",4.67541666666667
"ICA","MT",3.66709677419355,8,"MT:ICA",4.67541666666667
"ICA","O",3.99193548387097,16,"O:ICA",4.67541666666667
"ICA","OT",3.0752688172043,6,"OT:ICA",4.67541666666667
"ICA","PT",4.21146953405018,11,"PT:ICA",4.67541666666667
"ICA","RU",4.48028673835125,15,"RU:ICA",4.67541666666667
"ICA","ST",3.19354838709677,31,"ST:ICA",4.67541666666667
"ICC","AA",3.37972350230415,15,"AA:ICC",2.8125
"ICC","AL",2.91935483870968,20,"AL:ICC",2.8125
"ICC","CD",3.23061084420041,20,"CD:ICC",2.8125
"ICC","CL",3.78268251273345,20,"CL:ICC",2.8125
"ICC","EW",3.00981767180926,5,"EW:ICC",2.8125
"ICC","FR",3.52950432730134,15,"FR:ICC",2.8125
"ICC","ICA",3.06451612903226,12,"ICA:ICC",2.8125
"ICC","ICC",3.56048387096774,22,"ICC:ICC",2.8125
"ICC","IR",3.5283347863993,16,"IR:ICC",2.8125
"ICC","MT",3.95096774193548,3,"MT:ICC",2.8125
"ICC","O",3.24032258064516,18,"O:ICC",2.8125
"ICC","OT",3.21505376344086,5,"OT:ICC",2.8125
"ICC","PT",3.63620071684588,14,"PT:ICC",2.8125
"ICC","RU",3.47670250896057,17,"RU:ICC",2.8125
"ICC","ST",2.2258064516129,31,"ST:ICC",2.8125
"IR","AA",3.87926267281106,14,"AA:IR",4.84458333333333
"IR","AL",3.74486803519062,15,"AL:IR",4.84458333333333
"IR","CD",4.70624571036376,12,"CD:IR",4.84458333333333
"IR","CL",5,12,"CL:IR",4.84458333333333
"IR","EW",3.15287517531557,4,"EW:IR",4.84458333333333
"IR","FR",4.56963021243116,8,"FR:IR",4.84458333333333
"IR","ICA",3.67741935483871,9,"ICA:IR",4.84458333333333
"IR","ICC",3.26747311827957,24,"ICC:IR",4.84458333333333
"IR","IR",4.75152571926765,6,"IR:IR",4.84458333333333
"IR","MT",4.05806451612903,1,"MT:IR",4.84458333333333
"IR","O",4.55967741935484,12,"O:IR",4.84458333333333
"IR","OT",3.29032258064516,1,"OT:IR",4.84458333333333
"IR","PT",4.22939068100358,9,"PT:IR",4.84458333333333
"IR","RU",4.52688172043011,7,"RU:IR",4.84458333333333
"IR","ST",3.40673211781206,25,"ST:IR",4.84458333333333
"MT","AA",4.7963133640553,9,"AA:MT",7.15041666666667
"MT","AL",4.14076246334311,11,"AL:MT",7.15041666666667
"MT","CD",4.59025394646534,9,"CD:MT",7.15041666666667
"MT","CL",5.14940577249576,16,"CL:MT",7.15041666666667
"MT","EW",3.45301542776999,1,"EW:MT",7.15041666666667
"MT","FR",4.74586939417781,7,"FR:MT",7.15041666666667
"MT","ICA",3.32258064516129,7,"ICA:MT",7.15041666666667
"MT","ICC",5.40994623655914,14,"ICC:MT",7.15041666666667
"MT","IR",4.31037489102005,9,"IR:MT",7.15041666666667
"MT","MT",3.88645161290323,3,"MT:MT",7.15041666666667
"MT","O",4.82741935483871,10,"O:MT",7.15041666666667
"MT","OT",3.2258064516129,4,"OT:MT",7.15041666666667
"MT","PT",4.55197132616487,9,"PT:MT",7.15041666666667
"MT","RU",5.02867383512545,6,"RU:MT",7.15041666666667
"MT","ST",6.44810659186536,14,"ST:MT",7.15041666666667
"O","AA",4.15299539170507,13,"AA:O",4.14833333333333
"O","AL",4.1524926686217,13,"AL:O",4.14833333333333
"O","CD",3.62868908716541,15,"CD:O",4.14833333333333
"O","CL",4.74702886247878,13,"CL:O",4.14833333333333
"O","EW",3.10659186535764,5,"EW:O",4.14833333333333
"O","FR",3.60896931549961,14,"FR:O",4.14833333333333
"O","ICA",3,10,"ICA:O",4.14833333333333
"O","ICC",4.01478494623656,20,"ICC:O",4.14833333333333
"O","IR",4.52920662598082,7,"IR:O",4.14833333333333
"O","MT",3.90838709677419,5,"MT:O",4.14833333333333
"O","O",4.42096774193548,14,"O:O",4.14833333333333
"O","OT",3.33333333333333,0,"OT:O",4.14833333333333
"O","PT",3.92114695340502,11,"PT:O",4.14833333333333
"O","RU",4.4910394265233,9,"RU:O",4.14833333333333
"O","ST",4.20476858345021,21,"ST:O",4.14833333333333
"OT","AA",4.90875576036866,8,"AA:OT",7.64458333333333
"OT","AL",5.2683284457478,8,"AL:OT",7.64458333333333
"OT","CD",4.70624571036376,12,"CD:OT",7.64458333333333
"OT","CL",5.74193548387097,12,"CL:OT",7.64458333333333
"OT","EW",3.1851332398317,4,"EW:OT",7.64458333333333
"OT","FR",4.97167584579072,7,"FR:OT",7.64458333333333
"OT","ICA",3.7741935483871,10,"ICA:OT",7.64458333333333
"OT","ICC",6.38037634408602,12,"ICC:OT",7.64458333333333
"OT","IR",4.9485614646905,7,"IR:OT",7.64458333333333
"OT","MT",4.18193548387097,2,"MT:OT",7.64458333333333
"OT","O",4.91290322580645,9,"O:OT",7.64458333333333
"OT","OT",3.03225806451613,4,"OT:OT",7.64458333333333
"OT","PT",4.82795698924731,7,"PT:OT",7.64458333333333
"OT","RU",5.01075268817204,7,"RU:OT",7.64458333333333
"OT","ST",6.32328190743338,16,"ST:OT",7.64458333333333
"PT","AA",3.9926267281106,15,"AA:PT",5.3475
"PT","AL",4.06744868035191,15,"AL:PT",5.3475
"PT","CD",4.37062457103638,15,"CD:PT",5.3475
"PT","CL",5.07470288624788,14,"CL:PT",5.3475
"PT","EW",3.14305750350631,7,"EW:PT",5.3475
"PT","FR",4.74822974036192,9,"FR:PT",5.3475
"PT","ICA",3.29032258064516,9,"ICA:PT",5.3475
"PT","ICC",3.98118279569892,21,"ICC:PT",5.3475
"PT","IR",4.15257192676548,10,"IR:PT",5.3475
"PT","MT",3.51096774193548,7,"MT:PT",5.3475
"PT","O",3.50806451612903,16,"O:PT",5.3475
"PT","OT",2.98924731182796,5,"OT:PT",5.3475
"PT","PT",4.6989247311828,7,"PT:PT",5.3475
"PT","RU",4.4910394265233,9,"RU:PT",5.3475
"PT","ST",5.32959326788219,19,"ST:PT",5.3475
"RU","AA",4.79723502304148,11,"AA:RU",5.285
"RU","AL",4.66715542521994,10,"AL:RU",5.285
"RU","CD",4.61358956760467,16,"CD:RU",5.285
"RU","CL",5.10696095076401,14,"CL:RU",5.285
"RU","EW",3.37868162692847,4,"EW:RU",5.285
"RU","FR",4.57435090479937,12,"FR:RU",5.285
"RU","ICA",3.51612903225806,10,"ICA:RU",5.285
"RU","ICC",4.63037634408602,18,"ICC:RU",5.285
"RU","IR",4.50392327811683,9,"IR:RU",5.285
"RU","MT",3.72,4,"MT:RU",5.285
"RU","O",4.53870967741935,13,"O:RU",5.285
"RU","OT",3.0752688172043,6,"OT:RU",5.285
"RU","PT",4.45519713261649,9,"PT:RU",5.285
"RU","RU",5.44444444444444,8,"RU:RU",5.285
"RU","ST",5.14025245441795,21,"ST:RU",5.285
"ST","AA",4.11889400921659,9,"AA:ST",2.0475
"ST","AL",2.55425219941349,21,"AL:ST",2.0475
"ST","CD",3.74262182566918,16,"CD:ST",2.0475
"ST","CL",3.65874363327674,21,"CL:ST",2.0475
"ST","EW",3.3562412342216,1,"EW:ST",2.0475
"ST","FR",3.54445318646735,14,"FR:ST",2.0475
"ST","ICA",2.90322580645161,15,"ICA:ST",2.0475
"ST","ICC",3.26747311827957,24,"ICC:ST",2.0475
"ST","IR",3.42109851787271,13,"IR:ST",2.0475
"ST","MT",3.90838709677419,5,"MT:ST",2.0475
"ST","O",3.57258064516129,16,"O:ST",2.0475
"ST","OT",2.93548387096774,4,"OT:ST",2.0475
"ST","PT",4.16129032258065,13,"PT:ST",2.0475
"ST","RU",4.58781362007168,9,"RU:ST",2.0475
"ST","ST",4.46704067321178,23,"ST:ST",2.0475
