iter	Passed	Remaining
0	0	19
1	0	16
2	0	15
3	1	14
4	1	13
5	1	13
6	2	13
7	2	12
8	2	12
9	3	12
10	3	11
11	3	11
12	4	11
13	4	11
14	4	10
15	5	11
16	5	10
17	5	10
18	6	10
19	6	9
20	6	9
21	6	8
22	7	8
23	7	8
24	7	7
25	8	7
26	8	7
27	8	6
28	9	6
29	9	6
30	9	5
31	9	5
32	10	5
33	10	4
34	10	4
35	10	4
36	11	3
37	11	3
38	11	3
39	12	3
40	12	2
41	12	2
42	12	2
43	13	1
44	13	1
45	13	1
46	13	0
47	14	0
48	14	0
49	14	0
